,id,x_px,y_px,z_px,visibility,x,y,z
0,0,214,198,-440,0.9996009469032288,0.30364372469635625,0.06257982120051085,0.18076923076923077
7,7,225,180,-185,0.9995822310447693,0.3481781376518219,0.03959131545338442,0.42596153846153845
8,8,166,186,-271,0.999468982219696,0.10931174089068826,0.04725415070242656,0.34326923076923077
11,11,271,222,5,0.9998288154602051,0.5344129554655871,0.09323116219667944,0.6086538461538461
12,12,139,290,-197,0.9992967844009399,0.0,0.18007662835249041,0.41442307692307695
13,13,357,302,-137,0.8406575322151184,0.8825910931174089,0.19540229885057472,0.4721153846153846
14,14,246,382,-337,0.882055938243866,0.4331983805668016,0.29757343550446996,0.2798076923076923
15,15,386,191,-541,0.9397895932197571,1.0,0.05363984674329502,0.08365384615384615
16,16,341,317,-518,0.8746756911277771,0.8178137651821862,0.21455938697318008,0.10576923076923077
19,19,375,149,-628,0.9313326478004456,0.9554655870445344,0.0,0.0
20,20,350,293,-577,0.7856111526489258,0.854251012145749,0.1839080459770115,0.04903846153846154
23,23,306,499,51,0.9999456405639648,0.6761133603238867,0.44699872286079184,0.6528846153846154
24,24,215,511,-51,0.9999209642410278,0.3076923076923077,0.4623243933588761,0.5548076923076923
25,25,325,696,43,0.9751545190811157,0.7530364372469636,0.698595146871009,0.6451923076923077
26,26,209,700,-91,0.9706582427024841,0.2834008097165992,0.7037037037037037,0.5163461538461539
27,27,320,854,388,0.9849503040313721,0.7327935222672065,0.9003831417624522,0.9769230769230769
28,28,201,850,265,0.9788925647735596,0.25101214574898784,0.8952745849297573,0.8586538461538461
31,31,347,932,202,0.9778617024421692,0.8421052631578947,1.0,0.7980769230769231
32,32,203,925,90,0.9642909169197083,0.2591093117408907,0.9910600255427842,0.6903846153846154
