,id,x_px,y_px,z_px,visibility,x,y,z
0,0,495,280,-500,0.9999996423721313,0.3952702702702703,0.024888888888888887,0.3215686274509804
7,7,547,283,-302,0.9999995231628418,0.4831081081081081,0.027555555555555555,0.43249299719887957
8,8,468,258,-195,0.9999985694885254,0.34966216216216217,0.005333333333333333,0.492436974789916
11,11,572,406,-289,0.9999926090240479,0.5253378378378378,0.1368888888888889,0.43977591036414565
12,12,419,391,79,0.999835729598999,0.2668918918918919,0.12355555555555556,0.6459383753501401
13,13,698,517,-533,0.9971060156822205,0.7381756756756757,0.23555555555555555,0.3030812324929972
14,14,368,461,375,0.5335158109664917,0.18074324324324326,0.18577777777777776,0.8117647058823529
15,15,811,613,-948,0.9988586902618408,0.9290540540540541,0.3208888888888889,0.07058823529411765
16,16,297,370,595,0.9569091200828552,0.060810810810810814,0.10488888888888889,0.9350140056022409
19,19,831,649,-1074,0.9986422657966614,0.9628378378378378,0.35288888888888886,0.0
20,20,285,340,585,0.9555230140686035,0.04054054054054054,0.07822222222222222,0.9294117647058824
23,23,450,775,-175,0.9998979568481445,0.31925675675675674,0.4648888888888889,0.503641456582633
24,24,339,755,174,0.9997064471244812,0.13175675675675674,0.4471111111111111,0.6991596638655462
25,25,437,1018,-343,0.9963890314102173,0.2972972972972973,0.6808888888888889,0.4095238095238095
26,26,272,989,343,0.6878143548965454,0.018581081081081082,0.6551111111111111,0.7938375350140056
27,27,471,1289,-401,0.9977607727050781,0.3547297297297297,0.9217777777777778,0.37703081232492996
28,28,371,1169,681,0.8349999189376831,0.1858108108108108,0.8151111111111111,0.9831932773109243
31,31,364,1377,-638,0.9979816675186157,0.17398648648648649,1.0,0.24425770308123249
32,32,261,1239,674,0.9158682823181152,0.0,0.8773333333333333,0.9792717086834734
