,id,x_px,y_px,z_px,visibility,x,y,z
0,0,395,276,-657,0.9998714923858643,0.284688995215311,0.028960817717206135,0.35506778566817304
7,7,389,249,-292,0.9998424053192139,0.2703349282296651,0.00596252129471891,0.5907036797934151
8,8,319,284,-394,0.9997574687004089,0.10287081339712918,0.03577512776831346,0.5248547449967721
11,11,516,359,-63,0.9999526739120483,0.5741626794258373,0.09965928449744463,0.7385409941897999
12,12,276,448,-247,0.9997746348381042,0.0,0.17546848381601363,0.6197546804389928
13,13,694,465,-270,0.9535042643547058,1.0,0.1899488926746167,0.604906391220142
14,14,325,663,-596,0.9479284882545471,0.11722488038277512,0.358603066439523,0.394448030987734
15,15,664,317,-815,0.989429771900177,0.9282296650717703,0.06388415672913117,0.2530664945125888
16,16,395,491,-1085,0.993950366973877,0.284688995215311,0.2120954003407155,0.07876049063912201
19,19,654,246,-933,0.983845591545105,0.9043062200956937,0.0034071550255536627,0.17688831504196256
20,20,375,411,-1192,0.9897879362106323,0.23684210526315788,0.14395229982964225,0.009683666881859263
23,23,540,785,27,0.9999769926071167,0.631578947368421,0.46252129471890974,0.7966429954809554
24,24,387,803,-27,0.9999641180038452,0.26555023923444976,0.4778534923339012,0.7617817947062621
25,25,627,1060,-174,0.9861546158790588,0.8397129186602871,0.696763202725724,0.6668818592640413
26,26,395,1083,-155,0.9596014022827148,0.284688995215311,0.7163543441226575,0.6791478373143964
27,27,585,1307,309,0.9845771193504333,0.7392344497607656,0.9071550255536627,0.9786959328599096
28,28,445,1329,297,0.9818516969680786,0.4043062200956938,0.9258943781942078,0.9709489993544222
31,31,627,1416,90,0.9744237065315247,0.8397129186602871,1.0,0.8373143963847643
32,32,388,1415,88,0.9657377600669861,0.2679425837320574,0.9991482112436116,0.8360232408005165
