,id,x_px,y_px,z_px,visibility,x,y,z
0,0,268,116,-682,0.9998946189880371,0.41911764705882354,0.028376844494892167,0.0
7,7,305,97,-482,0.9998908042907715,0.5551470588235294,0.00681044267877412,0.18433179723502305
8,8,237,113,-462,0.9994742274284363,0.30514705882352944,0.024971623155505107,0.20276497695852536
11,11,394,232,-342,0.9999864101409912,0.8823529411764706,0.16004540295119182,0.31336405529953915
12,12,181,235,-281,0.9998239874839783,0.09926470588235294,0.16345062429057888,0.3695852534562212
13,13,426,386,-297,0.9874247908592224,1.0,0.3348467650397276,0.3548387096774194
14,14,154,386,-276,0.8362089991569519,0.0,0.3348467650397276,0.3741935483870968
15,15,388,509,-463,0.9502542614936829,0.8602941176470589,0.47446083995459704,0.20184331797235022
16,16,181,507,-459,0.4933784008026123,0.09926470588235294,0.47219069239500566,0.2055299539170507
19,19,356,544,-572,0.9314876794815063,0.7426470588235294,0.5141884222474461,0.10138248847926268
20,20,209,543,-567,0.4554723799228668,0.20220588235294118,0.5130533484676504,0.10599078341013825
23,23,342,520,-23,0.9999884366989136,0.6911764705882353,0.4869466515323496,0.6073732718894009
24,24,228,521,23,0.9999814033508301,0.27205882352941174,0.4880817253121453,0.6497695852534562
25,25,327,729,70,0.9912374019622803,0.6360294117647058,0.7241770715096482,0.6930875576036867
26,26,199,728,48,0.9847350120544434,0.16544117647058823,0.7230419977298524,0.6728110599078341
27,27,301,911,387,0.9966450333595276,0.5404411764705882,0.9307604994324631,0.9852534562211982
28,28,220,905,288,0.9966081380844116,0.2426470588235294,0.923950056753689,0.8940092165898618
31,31,319,972,160,0.9940301179885864,0.6066176470588235,1.0,0.776036866359447
32,32,169,969,62,0.9941960573196411,0.05514705882352941,0.996594778660613,0.6857142857142857
