,id,x_px,y_px,z_px,visibility,x,y,z
0,0,1708,647,-1913,0.9960464835166931,0.48443579766536965,0.020686412787964268,0.2217453505007153
7,7,1907,614,-929,0.9968936443328857,0.6780155642023347,0.012929007992477669,0.4228489679133456
8,8,1566,610,-827,0.9931786060333252,0.3463035019455253,0.011988716502115656,0.44369507459636215
11,11,2194,1161,-479,0.9996428489685059,0.9571984435797666,0.14151386929948284,0.5148170856325363
12,12,1300,1154,-301,0.9993516802787781,0.08754863813229571,0.13986835919134932,0.5511955855303495
13,13,2238,1745,-955,0.9478010535240173,1.0,0.27879642689233664,0.4175352544451257
14,14,1210,1743,-1166,0.9013609886169434,0.0,0.27832628114715563,0.37441242591457186
15,15,1546,1556,-1864,0.8421018719673157,0.32684824902723736,0.23436765397273154,0.2317596566523605
16,16,1910,1664,-2604,0.7897852063179016,0.6809338521400778,0.25975552421250586,0.08052319640302473
19,19,1380,1479,-2093,0.7648898363113403,0.16536964980544747,0.2162670427832628,0.18495810341303903
20,20,2100,1587,-2877,0.6858651041984558,0.8657587548638133,0.24165491302303715,0.024729204986715717
23,23,1989,2636,-38,0.9999492168426514,0.7577821011673151,0.48824635637047487,0.6049458409973432
24,24,1453,2638,37,0.9999474287033081,0.23638132295719844,0.48871650211565587,0.6202738606172082
25,25,1973,3618,230,0.9672889113426208,0.7422178988326849,0.7190879172543488,0.6597179644389944
26,26,1449,3607,244,0.9462169408798218,0.23249027237354086,0.7165021156558533,0.662579194768036
27,27,1954,4463,1799,0.9797191619873047,0.7237354085603113,0.917724494593324,0.9803801348865726
28,28,1551,4382,1729,0.9663838744163513,0.3317120622568093,0.8986835919134932,0.9660739832413652
31,31,1956,4813,748,0.9698306322097778,0.72568093385214,1.0,0.7655834866135295
32,32,1517,4744,735,0.9499207735061646,0.29863813229571984,0.9837799717912553,0.7629266298794196
