,id,x_px,y_px,z_px,visibility,x,y,z
0,0,533,264,-340,0.9999958276748657,0.634393063583815,0.1934673366834171,0.21457905544147843
7,7,564,242,-87,0.999988317489624,0.6791907514450867,0.17504187604690116,0.47433264887063653
8,8,493,249,-203,0.9999939203262329,0.5765895953757225,0.18090452261306533,0.35523613963039014
11,11,584,327,137,0.9999650716781616,0.708092485549133,0.24623115577889448,0.704312114989733
12,12,446,357,-166,0.9999955892562866,0.5086705202312138,0.271356783919598,0.3932238193018481
13,13,623,192,349,0.8852593898773193,0.7644508670520231,0.13316582914572864,0.9219712525667351
14,14,292,483,-244,0.9966964721679688,0.2861271676300578,0.3768844221105528,0.3131416837782341
15,15,633,56,425,0.9711045622825623,0.7789017341040463,0.019262981574539362,1.0
16,16,218,647,-456,0.9963123202323914,0.1791907514450867,0.5142378559463987,0.09548254620123203
19,19,622,34,391,0.9637003540992737,0.7630057803468208,0.0008375209380234506,0.9650924024640657
20,20,212,693,-549,0.9937648773193359,0.17052023121387283,0.5527638190954773,0.0
23,23,554,683,132,0.9999747276306152,0.6647398843930635,0.5443886097152428,0.6991786447638604
24,24,447,682,-132,0.9999796152114868,0.5101156069364162,0.5435510887772195,0.42813141683778233
25,25,786,859,-127,0.9975826740264893,1.0,0.6917922948073701,0.433264887063655
26,26,291,919,-307,0.9987723231315613,0.2846820809248555,0.7420435510887772,0.24845995893223818
27,27,664,1072,40,0.9966455101966858,0.8236994219653179,0.8701842546063652,0.6047227926078029
28,28,126,1136,-292,0.9980975985527039,0.046242774566473986,0.923785594639866,0.26386036960985626
31,31,775,1136,-120,0.9952788352966309,0.9841040462427746,0.923785594639866,0.4404517453798768
32,32,175,1227,-547,0.9960523843765259,0.11705202312138728,1.0,0.002053388090349076
