,id,x_px,y_px,z_px,visibility,x,y,z
0,0,407,193,-77,0.9995489716529846,0.4957627118644068,0.019543973941368076,0.7115207373271889
7,7,455,187,201,0.9991683959960938,0.6991525423728814,0.014657980456026058,0.967741935483871
8,8,361,194,227,0.9990758895874023,0.3008474576271186,0.02035830618892508,0.9917050691244239
11,11,526,327,206,0.9994204044342041,1.0,0.12866449511400652,0.9723502304147466
12,12,290,318,233,0.999336302280426,0.0,0.12133550488599348,0.9972350230414746
13,13,454,405,-230,0.48735207319259644,0.6949152542372882,0.19218241042345277,0.5705069124423963
14,14,315,424,-204,0.4863598346710205,0.1059322033898305,0.20765472312703584,0.5944700460829493
15,15,431,257,-704,0.5188509821891785,0.597457627118644,0.07166123778501629,0.1336405529953917
16,16,362,262,-723,0.7841980457305908,0.3050847457627119,0.07573289902280131,0.11612903225806452
19,19,440,219,-804,0.47626587748527527,0.635593220338983,0.04071661237785016,0.041474654377880185
20,20,381,226,-825,0.7431343793869019,0.3855932203389831,0.046416938110749185,0.022119815668202765
23,23,462,687,21,0.9999462366104126,0.7288135593220338,0.4218241042345277,0.8018433179723502
24,24,320,691,-21,0.9999550580978394,0.1271186440677966,0.4250814332247557,0.7631336405529954
25,25,432,1016,-10,0.2991069555282593,0.6016949152542372,0.6897394136807817,0.7732718894009216
26,26,330,1014,-138,0.4484306871891022,0.1694915254237288,0.6881107491856677,0.6552995391705069
27,27,421,1289,232,0.45219266414642334,0.5550847457627118,0.9120521172638436,0.9963133640552996
28,28,332,1294,104,0.49546563625335693,0.17796610169491525,0.9161237785016286,0.8783410138248848
31,31,437,1385,-107,0.48819851875305176,0.6228813559322034,0.990228013029316,0.6838709677419355
32,32,348,1397,-223,0.4580206573009491,0.2457627118644068,1.0,0.5769585253456221
