,id,x_px,y_px,z_px,visibility,x,y,z
0,0,770,190,-360,0.9986817240715027,0.44651162790697674,0.02059202059202059,0.37020316027088035
7,7,821,179,-100,0.9983537197113037,0.6837209302325581,0.006435006435006435,0.6636568848758465
8,8,731,180,-45,0.9966555833816528,0.2651162790697674,0.007722007722007722,0.7257336343115124
11,11,884,275,-34,0.9996607303619385,0.9767441860465116,0.12998712998713,0.7381489841986456
12,12,688,278,73,0.999243974685669,0.06511627906976744,0.13384813384813385,0.8589164785553047
13,13,879,360,-308,0.7345466613769531,0.9534883720930233,0.23938223938223938,0.4288939051918736
14,14,674,372,-255,0.7226563692092896,0.0,0.2548262548262548,0.4887133182844244
15,15,812,273,-587,0.7156618237495422,0.641860465116279,0.1274131274131274,0.11399548532731377
16,16,740,263,-613,0.7746338844299316,0.30697674418604654,0.11454311454311454,0.08465011286681716
19,19,787,229,-623,0.6437792181968689,0.5255813953488372,0.07078507078507079,0.07336343115124154
20,20,738,225,-664,0.6794942617416382,0.29767441860465116,0.06563706563706563,0.02708803611738149
23,23,862,525,-23,0.9999452829360962,0.8744186046511628,0.4517374517374517,0.7505643340857788
24,24,731,524,22,0.9999419450759888,0.2651162790697674,0.45045045045045046,0.801354401805869
25,25,848,711,13,0.7586603164672852,0.8093023255813954,0.6911196911196911,0.791196388261851
26,26,720,707,-67,0.7346122860908508,0.21395348837209302,0.685971685971686,0.7009029345372461
27,27,844,884,198,0.8715060949325562,0.7906976744186046,0.9137709137709138,1.0
28,28,737,877,164,0.8315534591674805,0.2930232558139535,0.9047619047619048,0.9616252821670429
31,31,889,951,-108,0.8666126728057861,1.0,1.0,0.654627539503386
32,32,714,945,-109,0.8106154203414917,0.18604651162790697,0.9922779922779923,0.6534988713318285
