,id,x_px,y_px,z_px,visibility,x,y,z
0,0,198,107,-260,0.999500036239624,0.3333333333333333,0.028397565922920892,0.3583227445997459
7,7,220,97,-122,0.9996707439422607,0.5079365079365079,0.008113590263691683,0.5336721728081322
8,8,182,98,-122,0.9980611205101013,0.20634920634920634,0.010141987829614604,0.5336721728081322
11,11,260,157,-39,0.999931812286377,0.8253968253968254,0.12981744421906694,0.639135959339263
12,12,156,161,-66,0.9987927675247192,0.0,0.13793103448275862,0.6048284625158831
13,13,277,243,4,0.9682855010032654,0.9603174603174603,0.30425963488843816,0.6937738246505718
14,14,160,222,-228,0.8953840732574463,0.031746031746031744,0.2616632860040568,0.39898348157560354
15,15,281,317,-69,0.984377384185791,0.9920634920634921,0.4543610547667343,0.6010165184243964
16,16,167,146,-479,0.9877514839172363,0.0873015873015873,0.1075050709939148,0.08005082592121983
19,19,275,340,-123,0.9774852991104126,0.9444444444444444,0.5010141987829615,0.5324015247776366
20,20,158,120,-542,0.9836527109146118,0.015873015873015872,0.05476673427991886,0.0
23,23,239,323,8,0.9999406337738037,0.6587301587301587,0.4665314401622718,0.6988564167725541
24,24,178,324,-8,0.9998745918273926,0.1746031746031746,0.4685598377281947,0.6785260482846251
25,25,230,439,28,0.9148821830749512,0.5873015873015873,0.7018255578093306,0.7242693773824651
26,26,184,442,33,0.8548523783683777,0.2222222222222222,0.7079107505070994,0.7306226175349428
27,27,228,540,228,0.9639620780944824,0.5714285714285714,0.9066937119675457,0.9783989834815756
28,28,191,543,231,0.9440674781799316,0.2777777777777778,0.9127789046653144,0.9822109275730623
31,31,230,582,96,0.95607590675354,0.5873015873015873,0.9918864097363083,0.8106734434561627
32,32,187,586,110,0.9263559579849243,0.24603174603174602,1.0,0.8284625158831004
