,id,x_px,y_px,z_px,visibility,x,y,z
0,0,504,180,-213,0.9999740123748779,0.7769230769230769,0.028125,0.5049800796812749
7,7,491,169,4,0.9999325275421143,0.7269230769230769,0.0109375,0.7211155378486056
8,8,460,167,-138,0.9999480247497559,0.6076923076923076,0.0078125,0.5796812749003984
11,11,506,253,137,0.999958872795105,0.7846153846153846,0.1421875,0.853585657370518
12,12,403,240,-109,0.999956488609314,0.38846153846153847,0.121875,0.6085657370517928
13,13,544,329,47,0.8883662819862366,0.9307692307692308,0.2609375,0.7639442231075697
14,14,368,344,-315,0.9506762027740479,0.25384615384615383,0.284375,0.4033864541832669
15,15,560,242,-308,0.9867696762084961,0.9923076923076923,0.125,0.4103585657370518
16,16,326,269,-629,0.9951752424240112,0.09230769230769231,0.1671875,0.09063745019920319
19,19,557,210,-392,0.982747495174408,0.9807692307692307,0.075,0.32669322709163345
20,20,302,244,-720,0.994195818901062,0.0,0.128125,0.0
23,23,468,438,84,0.9999561309814453,0.6384615384615384,0.43125,0.8007968127490039
24,24,407,436,-84,0.9999545812606812,0.40384615384615385,0.428125,0.6334661354581673
25,25,466,598,92,0.9315199255943298,0.6307692307692307,0.68125,0.8087649402390438
26,26,420,596,-113,0.9408053159713745,0.45384615384615384,0.678125,0.6045816733067729
27,27,470,742,277,0.9504479765892029,0.6461538461538462,0.90625,0.9930278884462151
28,28,440,742,71,0.965984582901001,0.5307692307692308,0.90625,0.7878486055776892
31,31,494,802,104,0.9618580937385559,0.7384615384615385,1.0,0.8207171314741036
32,32,467,802,-111,0.9482664465904236,0.6346153846153846,1.0,0.6065737051792829
