,id,x_px,y_px,z_px,visibility,x,y,z
0,0,690,247,227,0.9993904829025269,0.9485179407176287,0.31758530183727035,0.893643801132788
7,7,714,277,374,0.9993987083435059,0.9859594383775351,0.3963254593175853,0.9861548143486469
8,8,684,262,364,0.999537467956543,0.9391575663026521,0.3569553805774278,0.9798615481434865
11,11,643,308,241,0.9999707937240601,0.875195007800312,0.4776902887139108,0.9024543738200126
12,12,425,267,396,0.9999251365661621,0.5351014040561622,0.3700787401574803,1.0
13,13,526,302,-19,0.8366824984550476,0.6926677067082684,0.46194225721784776,0.7388294524858402
14,14,432,255,73,0.07611583173274994,0.5460218408736349,0.33858267716535434,0.7967275015733165
15,15,495,194,-308,0.873432457447052,0.6443057722308893,0.1784776902887139,0.5569540591567024
16,16,486,158,-241,0.48679155111312866,0.6302652106084243,0.08398950131233596,0.5991189427312775
19,19,522,154,-385,0.8534159660339355,0.6864274570982839,0.07349081364829396,0.5084959093769666
20,20,499,126,-314,0.6441226005554199,0.6505460218408736,0.0,0.5531780994336061
23,23,540,406,-56,0.9997259974479675,0.7145085803432137,0.7349081364829396,0.7155443675267463
24,24,404,391,55,0.9996504783630371,0.5023400936037441,0.6955380577427821,0.7853996224040277
25,25,484,356,-316,0.8727295994758606,0.6271450858034321,0.6036745406824147,0.5519194461925739
26,26,346,274,-348,0.15543407201766968,0.4118564742589704,0.3884514435695538,0.5317809943360604
27,27,315,466,-939,0.6220147609710693,0.36349453978159124,0.8923884514435696,0.15984896161107615
28,28,150,423,-878,0.08238168805837631,0.1060842433697348,0.7795275590551181,0.19823788546255505
31,31,272,418,-1193,0.9183704853057861,0.296411856474259,0.7664041994750657,0.0
32,32,82,401,-1101,0.48185545206069946,0.0,0.7217847769028871,0.0578980490874764
