,id,x_px,y_px,z_px,visibility,x,y,z
0,0,465,620,-142,0.9999995231628418,0.4248927038626609,0.037783375314861464,0.35802469135802467
7,7,501,590,-66,0.9999994039535522,0.5021459227467812,0.0,0.45185185185185184
8,8,453,608,129,0.999997615814209,0.39914163090128757,0.022670025188916875,0.6925925925925925
11,11,545,664,-128,0.9999980926513672,0.5965665236051502,0.09319899244332494,0.37530864197530867
12,12,497,683,378,0.9999715089797974,0.49356223175965663,0.11712846347607053,1.0
13,13,559,808,-55,0.9875258207321167,0.6266094420600858,0.27455919395465994,0.4654320987654321
14,14,517,799,324,0.02531115896999836,0.5364806866952789,0.26322418136020154,0.9333333333333333
15,15,451,777,199,0.9400027394294739,0.3948497854077253,0.23551637279596976,0.7790123456790123
16,16,460,794,-17,0.1423923671245575,0.41416309012875535,0.25692695214105793,0.5123456790123457
19,19,424,754,213,0.8953735828399658,0.3369098712446352,0.20654911838790932,0.7962962962962963
20,20,433,773,-78,0.2788081169128418,0.3562231759656652,0.2304785894206549,0.43703703703703706
23,23,545,950,-171,0.999954104423523,0.5965665236051502,0.4534005037783375,0.32222222222222224
24,24,494,948,171,0.9999250173568726,0.4871244635193133,0.4508816120906801,0.7444444444444445
25,25,611,1137,-186,0.9937826991081238,0.7381974248927039,0.6889168765743073,0.3037037037037037
26,26,402,1115,144,0.821134090423584,0.28969957081545067,0.6612090680100756,0.7111111111111111
27,27,705,1328,-222,0.9933435916900635,0.9399141630901288,0.929471032745592,0.25925925925925924
28,28,365,1309,188,0.9633004069328308,0.21030042918454936,0.9055415617128464,0.7654320987654321
31,31,635,1384,-432,0.9947356581687927,0.7896995708154506,1.0,0.0
32,32,267,1355,42,0.980158805847168,0.0,0.9634760705289672,0.5851851851851851
