,id,x_px,y_px,z_px,visibility,x,y,z
0,0,535,206,-556,0.9997597336769104,0.4539249146757679,0.02377521613832853,0.37141033822590935
7,7,591,185,-138,0.9995649456977844,0.6450511945392492,0.008645533141210375,0.6381620931716656
8,8,472,189,-125,0.9994100332260132,0.23890784982935154,0.011527377521613832,0.6464582003828973
11,11,688,327,71,0.9999011754989624,0.9761092150170648,0.11095100864553314,0.7715379706445438
12,12,402,342,74,0.9997076392173767,0.0,0.12175792507204611,0.7734524569240587
13,13,660,579,-260,0.9010423421859741,0.8805460750853242,0.29250720461095103,0.5603063178047224
14,14,444,587,-279,0.7611923217773438,0.14334470989761092,0.29827089337175794,0.5481812380344607
15,15,575,378,-950,0.9640485644340515,0.590443686006826,0.14769452449567724,0.11997447351627313
16,16,496,374,-973,0.9391173124313354,0.32081911262798635,0.14481268011527376,0.10529674537332483
19,19,577,301,-1096,0.9504533410072327,0.5972696245733788,0.09221902017291066,0.026802807913209957
20,20,490,300,-1125,0.9252201318740845,0.3003412969283277,0.0914985590778098,0.008296107211231652
23,23,614,761,21,0.9998410940170288,0.7235494880546075,0.42363112391930835,0.7396298659859605
24,24,450,757,-21,0.9998458623886108,0.16382252559726962,0.4207492795389049,0.7128270580727505
25,25,584,1104,-6,0.8882054090499878,0.621160409556314,0.670749279538905,0.7223994894703255
26,26,486,1107,-67,0.8727087378501892,0.28668941979522183,0.6729106628242075,0.6834716017868538
27,27,674,1408,411,0.9143399000167847,0.9283276450511946,0.8897694524495677,0.98851308232291
28,28,430,1441,342,0.9019066691398621,0.09556313993174062,0.9135446685878963,0.9444798978940651
31,31,624,1542,-34,0.9224210977554321,0.757679180887372,0.9863112391930836,0.7045309508615188
32,32,476,1561,-93,0.8912257552146912,0.2525597269624573,1.0,0.6668793873643906
