,id,x_px,y_px,z_px,visibility,x,y,z
0,0,346,257,-691,0.9997797608375549,0.1437308868501529,0.03721841332027424,0.25020080321285143
7,7,415,220,-548,0.9999440908432007,0.3547400611620795,0.0009794319294809011,0.3076305220883534
8,8,341,231,-328,0.9997419714927673,0.12844036697247707,0.011753183153770812,0.39598393574297186
11,11,523,331,-528,0.999968409538269,0.6850152905198776,0.10969637610186092,0.3156626506024096
12,12,349,360,-30,0.9997913241386414,0.1529051987767584,0.13809990205680706,0.5156626506024097
13,13,626,461,-864,0.9979719519615173,1.0,0.23702252693437806,0.18072289156626506
14,14,332,523,-175,0.3266749978065491,0.10091743119266056,0.29774730656219395,0.457429718875502
15,15,407,400,-1200,0.9958733916282654,0.3302752293577982,0.1772771792360431,0.04578313253012048
16,16,308,502,-690,0.923261821269989,0.027522935779816515,0.277179236043095,0.25060240963855424
19,19,351,366,-1283,0.9894592761993408,0.15902140672782875,0.14397649363369247,0.012449799196787148
20,20,304,464,-812,0.9438530206680298,0.01529051987767584,0.23996082272282077,0.20160642570281123
23,23,516,707,-171,0.9999464750289917,0.6636085626911316,0.4779627815866797,0.45903614457831327
24,24,419,702,171,0.9999186992645264,0.3669724770642202,0.4730656219392752,0.5963855421686747
25,25,479,943,173,0.99290531873703,0.5504587155963303,0.7091087169441724,0.5971887550200803
26,26,358,885,497,0.9499645829200745,0.18042813455657492,0.6523016650342801,0.7273092369477911
27,27,495,1138,727,0.9972688555717468,0.599388379204893,0.9000979431929481,0.8196787148594378
28,28,403,1038,1120,0.9840153455734253,0.3180428134556575,0.8021547502448579,0.9775100401606426
31,31,414,1240,511,0.9964004755020142,0.3516819571865443,1.0,0.7329317269076305
32,32,309,1107,1008,0.9866970181465149,0.03058103975535168,0.8697355533790402,0.9325301204819277
