,id,x_px,y_px,z_px,visibility,x,y,z
0,0,473,268,-210,0.9990590214729309,0.39655172413793105,0.021168501270110076,0.49668141592920356
7,7,530,260,25,0.9991080164909363,0.6422413793103449,0.014394580863674851,0.7566371681415929
8,8,442,248,70,0.9977837204933167,0.2629310344827586,0.004233700254022015,0.8064159292035398
11,11,613,345,119,0.9998689889907837,1.0,0.0863674851820491,0.8606194690265486
12,12,381,353,208,0.9994274377822876,0.0,0.09314140558848434,0.959070796460177
13,13,576,521,-127,0.8773283362388611,0.8405172413793104,0.23539373412362405,0.588495575221239
14,14,402,520,-93,0.5280292630195618,0.09051724137931035,0.23454699407281965,0.6261061946902655
15,15,493,353,-500,0.9154258966445923,0.4827586206896552,0.09314140558848434,0.17588495575221239
16,16,459,347,-563,0.7525826096534729,0.33620689655172414,0.08806096528365792,0.10619469026548672
19,19,483,304,-563,0.8539304733276367,0.4396551724137931,0.05165114309906858,0.10619469026548672
20,20,458,295,-642,0.7058384418487549,0.33189655172413796,0.04403048264182896,0.018805309734513276
23,23,572,732,2,0.999935507774353,0.8232758620689655,0.4140558848433531,0.7311946902654868
24,24,428,737,-2,0.9999263286590576,0.2025862068965517,0.4182895850973751,0.7267699115044248
25,25,571,1046,-42,0.7347601056098938,0.8189655172413793,0.6799322607959356,0.6825221238938053
26,26,432,1046,-102,0.7461621165275574,0.21982758620689655,0.6799322607959356,0.6161504424778761
27,27,584,1318,233,0.7688913345336914,0.875,0.9102455546147333,0.9867256637168141
28,28,433,1321,186,0.7488746047019958,0.22413793103448276,0.9127857747671465,0.9347345132743363
31,31,608,1415,-51,0.7601619362831116,0.978448275862069,0.9923793395427604,0.672566371681416
32,32,452,1424,-83,0.6954569816589355,0.30603448275862066,1.0,0.6371681415929203
