,id,x_px,y_px,z_px,visibility,x,y,z
0,0,551,255,-355,0.9989808201789856,0.47352941176470587,0.026533996683250415,0.32062780269058294
7,7,623,228,-308,0.999395489692688,0.6852941176470588,0.0041459369817578775,0.35575485799701045
8,8,558,231,-22,0.9984793066978455,0.49411764705882355,0.006633499170812604,0.5695067264573991
11,11,730,384,-285,0.9998226761817932,1.0,0.13349917081260365,0.37294469357249627
12,12,525,376,176,0.9997274279594421,0.39705882352941174,0.12686567164179105,0.7174887892376681
13,13,588,549,-397,0.8615767955780029,0.5823529411764706,0.2703150912106136,0.289237668161435
14,14,412,516,-103,0.44373947381973267,0.06470588235294118,0.2429519071310116,0.5089686098654709
15,15,555,356,-407,0.8695385456085205,0.4852941176470588,0.11028192371475953,0.28176382660687593
16,16,505,371,-680,0.6390823721885681,0.3382352941176471,0.12271973466003316,0.07772795216741404
19,19,570,292,-448,0.8338784575462341,0.5294117647058824,0.05721393034825871,0.25112107623318386
20,20,527,310,-775,0.6353024840354919,0.40294117647058825,0.07213930348258707,0.006726457399103139
23,23,606,796,-108,0.9999645948410034,0.6352941176470588,0.47512437810945274,0.5052316890881914
24,24,470,779,108,0.9999752044677734,0.23529411764705882,0.46102819237147596,0.6666666666666666
25,25,592,1085,60,0.8427154421806335,0.5941176470588235,0.714759535655058,0.6307922272047832
26,26,432,1071,149,0.8864896893501282,0.12352941176470589,0.703150912106136,0.6973094170403588
27,27,575,1321,525,0.9183242321014404,0.5441176470588235,0.9104477611940298,0.9783258594917787
28,28,446,1331,404,0.9539559483528137,0.16470588235294117,0.9187396351575456,0.8878923766816144
31,31,585,1429,294,0.9086224436759949,0.5735294117647058,1.0,0.8056801195814649
32,32,390,1416,153,0.9569289088249207,0.0,0.9892205638474295,0.7002989536621823
