,id,x_px,y_px,z_px,visibility,x,y,z
0,0,224,140,-142,0.9999775886535645,0.584,0.023923444976076555,0.3375224416517056
7,7,237,132,-53,0.9999750852584839,0.688,0.004784688995215311,0.49730700179533216
8,8,210,134,-14,0.9999587535858154,0.472,0.009569377990430622,0.5673249551166966
11,11,257,184,-51,0.9999547004699707,0.848,0.1291866028708134,0.5008976660682226
12,12,188,177,81,0.9999029636383057,0.296,0.11244019138755981,0.7378815080789947
13,13,276,236,-157,0.9771081209182739,1.0,0.2535885167464115,0.3105924596050269
14,14,151,223,-19,0.7477471232414246,0.0,0.22248803827751196,0.5583482944344704
15,15,240,174,-293,0.9857353568077087,0.712,0.10526315789473684,0.06642728904847396
16,16,189,171,-218,0.9788234233856201,0.304,0.09808612440191387,0.20107719928186715
19,19,236,156,-324,0.9790260195732117,0.68,0.06220095693779904,0.010771992818671455
20,20,196,156,-249,0.97518390417099,0.36,0.06220095693779904,0.14542190305206462
23,23,231,315,-59,0.9998859167098999,0.64,0.44258373205741625,0.4865350089766607
24,24,193,313,59,0.9998757839202881,0.336,0.43779904306220097,0.6983842010771992
25,25,215,417,-56,0.9000973701477051,0.512,0.6866028708133971,0.4919210053859964
26,26,205,413,108,0.40999630093574524,0.432,0.6770334928229665,0.7863554757630161
27,27,229,516,14,0.955562174320221,0.624,0.9234449760765551,0.6175942549371634
28,28,220,499,220,0.7813864946365356,0.552,0.8827751196172249,0.9874326750448833
31,31,196,548,-92,0.9610458612442017,0.36,1.0,0.4272890484739677
32,32,190,529,151,0.8471943736076355,0.312,0.9545454545454546,0.8635547576301615
