,id,x_px,y_px,z_px,visibility,x,y,z
0,0,844,497,-716,0.9999758005142212,0.8241379310344827,0.09366391184573003,0.3520066889632107
7,7,914,481,-678,0.9999192953109741,0.9045977011494253,0.07897153351698806,0.38377926421404684
8,8,854,468,-523,0.9999561309814453,0.835632183908046,0.06703397612488522,0.5133779264214047
11,11,997,651,-577,0.9999876022338867,1.0,0.23507805325987144,0.4682274247491639
12,12,781,516,-290,0.9999951124191284,0.7517241379310344,0.1111111111111111,0.7081939799331104
13,13,863,750,-803,0.9343376755714417,0.8459770114942529,0.32598714416896235,0.2792642140468227
14,14,657,552,-128,0.8999024629592896,0.6091954022988506,0.14416896235078053,0.8436454849498328
15,15,758,615,-1061,0.8125942349433899,0.725287356321839,0.20202020202020202,0.06354515050167224
16,16,518,546,-191,0.9567126035690308,0.4494252873563218,0.1386593204775023,0.7909698996655519
19,19,745,568,-1135,0.8182697892189026,0.7103448275862069,0.1588613406795225,0.0016722408026755853
20,20,479,536,-266,0.9474346041679382,0.4045977011494253,0.12947658402203857,0.7282608695652174
23,23,732,867,-59,0.9999855756759644,0.6954022988505747,0.43342516069788795,0.9013377926421404
24,24,652,755,59,0.9999909400939941,0.603448275862069,0.3305785123966942,1.0
25,25,740,1120,-193,0.9967081546783447,0.7045977011494253,0.6657483930211203,0.7892976588628763
26,26,446,611,-161,0.9968664050102234,0.36666666666666664,0.19834710743801653,0.8160535117056856
27,27,751,1391,-130,0.9961438179016113,0.7172413793103448,0.9146005509641874,0.8419732441471572
28,28,191,488,-273,0.9974125027656555,0.0735632183908046,0.08539944903581267,0.7224080267558528
31,31,773,1484,-299,0.9960377216339111,0.7425287356321839,1.0,0.7006688963210702
32,32,127,395,-422,0.9976996779441833,0.0,0.0,0.5978260869565217
