,id,x_px,y_px,z_px,visibility,x,y,z
0,0,232,162,-60,0.998478353023529,0.13815789473684212,0.3684210526315789,0.7226277372262774
7,7,195,155,-56,0.997922956943512,0.01644736842105263,0.34539473684210525,0.7284671532846715
8,8,216,154,-201,0.9973950386047363,0.08552631578947369,0.34210526315789475,0.5167883211678832
11,11,190,181,41,0.9994674324989319,0.0,0.4309210526315789,0.8700729927007299
12,12,218,169,-298,0.9998200535774231,0.09210526315789473,0.39144736842105265,0.37518248175182484
13,13,276,147,-4,0.02689937688410282,0.28289473684210525,0.3190789473684211,0.8043795620437956
14,14,288,121,-458,0.5560245513916016,0.3223684210526316,0.23355263157894737,0.1416058394160584
15,15,355,96,-115,0.07823071628808975,0.5427631578947368,0.1513157894736842,0.6423357664233577
16,16,357,65,-488,0.9413331151008606,0.5493421052631579,0.049342105263157895,0.09781021897810219
19,19,363,74,-160,0.15393483638763428,0.569078947368421,0.07894736842105263,0.5766423357664233
20,20,367,50,-521,0.9504028558731079,0.5822368421052632,0.0,0.049635036496350364
23,23,194,243,130,0.9998201727867126,0.013157894736842105,0.6348684210526315,1.0
24,24,200,244,-130,0.9999035596847534,0.03289473684210526,0.6381578947368421,0.6204379562043796
25,25,391,237,109,0.01462495792657137,0.6611842105263158,0.6151315789473685,0.9693430656934306
26,26,403,232,-258,0.49429234862327576,0.7006578947368421,0.5986842105263158,0.4335766423357664
27,27,426,334,56,0.2469930201768875,0.7763157894736842,0.9342105263157895,0.891970802919708
28,28,390,335,-316,0.892534613609314,0.6578947368421053,0.9375,0.34890510948905107
31,31,494,326,-18,0.39771685004234314,1.0,0.9078947368421053,0.7839416058394161
32,32,460,340,-364,0.8846610188484192,0.8881578947368421,0.9539473684210527,0.27883211678832115
