,id,x_px,y_px,z_px,visibility,x,y,z
0,0,432,174,-292,0.9999349117279053,0.6407185628742516,0.0176,0.4096774193548387
7,7,470,170,-22,0.9998751878738403,0.7544910179640718,0.0144,0.6274193548387097
8,8,375,168,-83,0.9998185038566589,0.47005988023952094,0.0128,0.5782258064516129
11,11,515,353,173,0.9999263286590576,0.8892215568862275,0.1608,0.7846774193548387
12,12,297,330,-32,0.999966025352478,0.23652694610778444,0.1424,0.6193548387096774
13,13,526,547,309,0.29812994599342346,0.9221556886227545,0.316,0.8943548387096775
14,14,218,536,-261,0.9742943644523621,0.0,0.3072,0.4346774193548387
15,15,527,698,160,0.29408764839172363,0.9251497005988024,0.4368,0.7741935483870968
16,16,303,461,-691,0.9893390536308289,0.25449101796407186,0.2472,0.08790322580645162
19,19,515,753,65,0.30703529715538025,0.8892215568862275,0.4808,0.6975806451612904
20,20,328,406,-800,0.9860138893127441,0.32934131736526945,0.2032,0.0
23,23,483,743,86,0.9999494552612305,0.7934131736526946,0.4728,0.714516129032258
24,24,354,735,-86,0.9999685287475586,0.40718562874251496,0.4664,0.5758064516129032
25,25,466,1037,158,0.49032995104789734,0.7425149700598802,0.708,0.7725806451612903
26,26,347,1035,-130,0.8906852602958679,0.38622754491017963,0.7064,0.5403225806451613
27,27,454,1304,430,0.6482940912246704,0.7065868263473054,0.9216,0.9919354838709677
28,28,325,1330,-5,0.9171155095100403,0.3203592814371258,0.9424,0.6411290322580645
31,31,552,1375,207,0.7330588698387146,1.0,0.9784,0.8120967741935484
32,32,403,1402,-291,0.8866901993751526,0.5538922155688623,1.0,0.4104838709677419
