,id,x_px,y_px,z_px,visibility,x,y,z
0,0,219,113,-350,0.999985933303833,0.3474320241691843,0.022388059701492536,0.16071428571428573
7,7,232,105,-103,0.9999425411224365,0.3867069486404834,0.010447761194029851,0.40575396825396826
8,8,185,106,-223,0.9999643564224243,0.24471299093655588,0.011940298507462687,0.2867063492063492
11,11,260,197,89,0.9998944997787476,0.47129909365558914,0.14776119402985075,0.5962301587301587
12,12,140,200,-201,0.9999673366546631,0.10876132930513595,0.15223880597014924,0.30853174603174605
13,13,330,259,128,0.9207574725151062,0.6827794561933535,0.24029850746268658,0.6349206349206349
14,14,104,309,-281,0.9912638664245605,0.0,0.31492537313432833,0.22916666666666666
15,15,410,224,-65,0.98822021484375,0.9244712990936556,0.1880597014925373,0.44345238095238093
16,16,150,401,-440,0.9915307760238647,0.13897280966767372,0.45223880597014926,0.07142857142857142
19,19,435,197,-137,0.9844887256622314,1.0,0.14776119402985075,0.37202380952380953
20,20,171,422,-512,0.9826017618179321,0.20241691842900303,0.4835820895522388,0.0
23,23,249,418,104,0.9999182224273682,0.4380664652567976,0.47761194029850745,0.6111111111111112
24,24,182,419,-104,0.9999489784240723,0.23564954682779457,0.4791044776119403,0.40476190476190477
25,25,247,563,247,0.8714980483055115,0.43202416918429004,0.6940298507462687,0.7529761904761905
26,26,175,566,-75,0.971821665763855,0.21450151057401812,0.6985074626865672,0.43353174603174605
27,27,200,688,482,0.9456151723861694,0.29003021148036257,0.8805970149253731,0.9861111111111112
28,28,168,711,101,0.9881983399391174,0.1933534743202417,0.9149253731343283,0.6081349206349206
31,31,237,742,340,0.9567974805831909,0.40181268882175225,0.9611940298507463,0.8452380952380952
32,32,206,768,-89,0.9774357676506042,0.3081570996978852,1.0,0.41964285714285715
