,id,x_px,y_px,z_px,visibility,x,y,z
0,0,473,371,109,0.9996101260185242,0.2702702702702703,0.05219206680584551,0.6331877729257642
7,7,504,321,63,0.9997087121009827,0.375,0.0,0.5930131004366812
8,8,473,353,354,0.9996545314788818,0.2702702702702703,0.033402922755741124,0.8471615720524017
11,11,569,353,-80,0.9999374151229858,0.5945945945945946,0.033402922755741124,0.46812227074235807
12,12,536,442,529,0.9998469352722168,0.4831081081081081,0.12630480167014613,1.0
13,13,482,461,-49,0.8857869505882263,0.30067567567567566,0.14613778705636743,0.49519650655021835
14,14,471,559,271,0.08186566829681396,0.2635135135135135,0.24843423799582465,0.7746724890829695
15,15,418,386,228,0.7056503295898438,0.08445945945945946,0.06784968684759916,0.737117903930131
16,16,438,486,-301,0.1420469731092453,0.15202702702702703,0.1722338204592902,0.27510917030567683
19,19,403,345,225,0.6979364156723022,0.033783783783783786,0.025052192066805846,0.7344978165938865
20,20,433,449,-378,0.217384934425354,0.13513513513513514,0.1336116910229645,0.20786026200873362
23,23,689,643,-194,0.999941349029541,1.0,0.33611691022964507,0.3685589519650655
24,24,652,684,193,0.9999642372131348,0.875,0.37891440501043844,0.7065502183406114
25,25,441,595,-453,0.9918978214263916,0.16216216216216217,0.2860125260960334,0.1423580786026201
26,26,589,935,41,0.9194748401641846,0.6621621621621622,0.6409185803757829,0.5737991266375546
27,27,501,850,-476,0.9892278909683228,0.36486486486486486,0.5521920668058455,0.1222707423580786
28,28,632,1175,-68,0.979215681552887,0.8074324324324325,0.8914405010438413,0.47860262008733623
31,31,413,955,-616,0.9908084273338318,0.06756756756756757,0.6617954070981211,0.0
32,32,578,1279,-261,0.9773001670837402,0.625,1.0,0.31004366812227074
