,id,x_px,y_px,z_px,visibility,x,y,z
0,0,537,276,-457,0.9999876022338867,0.5551601423487544,0.028451882845188285,0.3353658536585366
7,7,556,252,-119,0.9999867677688599,0.6227758007117438,0.008368200836820083,0.5071138211382114
8,8,468,249,-296,0.9999678134918213,0.3096085409252669,0.005857740585774059,0.4171747967479675
11,11,576,386,142,0.999969482421875,0.693950177935943,0.1205020920502092,0.6397357723577236
12,12,407,389,-271,0.9999539852142334,0.09252669039145907,0.12301255230125523,0.4298780487804878
13,13,662,511,-93,0.7773796319961548,1.0,0.22510460251046024,0.5203252032520326
14,14,381,574,-620,0.9428442716598511,0.0,0.2778242677824268,0.2525406504065041
15,15,614,378,-666,0.9308273792266846,0.8291814946619217,0.11380753138075314,0.22916666666666666
16,16,495,446,-1003,0.9614576101303101,0.40569395017793597,0.1707112970711297,0.057926829268292686
19,19,582,329,-756,0.9073998928070068,0.7153024911032029,0.07280334728033473,0.1834349593495935
20,20,528,394,-1088,0.9419446587562561,0.5231316725978647,0.12719665271966527,0.014735772357723578
23,23,530,772,187,0.9999538660049438,0.5302491103202847,0.4435146443514644,0.6626016260162602
24,24,456,779,-187,0.9999669790267944,0.2669039145907473,0.44937238493723847,0.4725609756097561
25,25,558,1022,395,0.1622825711965561,0.6298932384341637,0.6527196652719666,0.7682926829268293
26,26,491,1074,-332,0.9413082599639893,0.3914590747330961,0.6962343096234309,0.3988821138211382
27,27,463,1223,821,0.2024945616722107,0.2918149466192171,0.8209205020920503,0.9847560975609756
28,28,421,1351,-336,0.9495669007301331,0.1423487544483986,0.9280334728033472,0.39684959349593496
31,31,542,1283,694,0.36130401492118835,0.5729537366548043,0.8711297071129707,0.9202235772357723
32,32,524,1437,-648,0.9258236885070801,0.5088967971530249,1.0,0.2383130081300813
