,id,x_px,y_px,z_px,visibility,x,y,z
0,0,554,284,-200,0.9997867941856384,0.6455696202531646,0.018199233716475097,0.5994134897360703
7,7,573,277,91,0.9996495246887207,0.7257383966244726,0.011494252873563218,0.7700879765395895
8,8,511,278,13,0.9994864463806152,0.4641350210970464,0.012452107279693486,0.7243401759530792
11,11,618,395,155,0.9999154806137085,0.9156118143459916,0.12452107279693486,0.807624633431085
12,12,444,373,-4,0.9998867511749268,0.18143459915611815,0.10344827586206896,0.7143695014662756
13,13,638,501,-218,0.7659100890159607,1.0,0.2260536398467433,0.5888563049853373
14,14,461,417,-504,0.8537259697914124,0.25316455696202533,0.14559386973180077,0.4211143695014663
15,15,571,415,-752,0.9005613923072815,0.7172995780590717,0.14367816091954022,0.2756598240469208
16,16,466,370,-1079,0.9640641212463379,0.2742616033755274,0.10057471264367816,0.08387096774193549
19,19,562,369,-861,0.8851815462112427,0.679324894514768,0.09961685823754789,0.21173020527859238
20,20,461,332,-1205,0.9557827711105347,0.25316455696202533,0.06417624521072797,0.00997067448680352
23,23,608,702,80,0.999954104423523,0.8734177215189873,0.4185823754789272,0.7636363636363637
24,24,488,706,-80,0.9999611377716064,0.3670886075949367,0.4224137931034483,0.6697947214076246
25,25,597,958,129,0.620005190372467,0.8270042194092827,0.6637931034482759,0.7923753665689149
26,26,465,968,-159,0.8331520557403564,0.270042194092827,0.6733716475095786,0.6234604105571847
27,27,602,1175,467,0.8132377862930298,0.8481012658227848,0.8716475095785441,0.9906158357771261
28,28,414,1212,59,0.9131535887718201,0.05485232067510549,0.907088122605364,0.7513196480938417
31,31,633,1269,178,0.8560296893119812,0.9789029535864979,0.9616858237547893,0.8211143695014663
32,32,443,1309,-277,0.8892788290977478,0.17721518987341772,1.0,0.5542521994134897
