,id,x_px,y_px,z_px,visibility,x,y,z
0,0,568,376,-670,0.9815446138381958,0.5806451612903226,0.2135523613963039,0.5275490816972768
7,7,600,343,-602,0.9944463968276978,0.6494623655913978,0.1457905544147844,0.5706143128562381
8,8,534,331,-688,0.9845198392868042,0.5075268817204301,0.12114989733059549,0.5161494616846105
11,11,609,294,-465,0.9999741315841675,0.6688172043010753,0.045174537987679675,0.6573780873970868
12,12,402,272,-620,0.9998384714126587,0.22365591397849463,0.0,0.5592146928435718
13,13,763,385,-824,0.8745026588439941,1.0,0.23203285420944558,0.4300189993666878
14,14,430,432,-995,0.9705250263214111,0.2838709677419355,0.32854209445585214,0.3217226092463585
15,15,686,313,-1304,0.73320072889328,0.8344086021505376,0.08418891170431211,0.1260291323622546
16,16,565,315,-1384,0.9798431992530823,0.5741935483870968,0.08829568788501027,0.07536415452818239
19,19,649,286,-1364,0.676669180393219,0.7548387096774194,0.028747433264887063,0.08803039898670044
20,20,595,278,-1455,0.9468923211097717,0.6387096774193548,0.012320328542094456,0.030398986700443317
23,23,529,526,71,0.9999524354934692,0.4967741935483871,0.5215605749486653,0.9968334388853705
24,24,380,537,-71,0.9999185800552368,0.17634408602150536,0.5441478439425051,0.9069031032298923
25,25,665,540,-536,0.9529642462730408,0.789247311827957,0.5503080082135524,0.6124129195693477
26,26,344,602,-869,0.9900249242782593,0.0989247311827957,0.6776180698151951,0.40151994933502216
27,27,553,649,19,0.7212722897529602,0.5483870967741935,0.7741273100616016,0.9639012032932236
28,28,307,671,-107,0.7339236736297607,0.01935483870967742,0.8193018480492813,0.8841038632045598
31,31,578,748,-20,0.7377409934997559,0.6021505376344086,0.9774127310061602,0.9392020265991133
32,32,315,759,-65,0.7119090557098389,0.03655913978494624,1.0,0.9107029765674477
