,id,x_px,y_px,z_px,visibility,x,y,z
0,0,598,272,345,0.9999988079071045,0.5027322404371585,0.07781456953642384,0.5918367346938775
7,7,557,263,55,0.9999991655349731,0.42805100182149364,0.07036423841059603,0.13657770800627944
8,8,644,265,22,0.9999994039535522,0.5865209471766849,0.07201986754966887,0.0847723704866562
11,11,478,411,-3,0.9999876022338867,0.28415300546448086,0.19288079470198677,0.04552590266875981
12,12,720,420,-32,0.9999898672103882,0.7249544626593807,0.20033112582781457,0.0
13,13,322,380,221,0.9838347434997559,0.0,0.1672185430463576,0.39717425431711145
14,14,871,382,167,0.9308214783668518,1.0,0.16887417218543047,0.31240188383045525
15,15,388,221,563,0.9794569611549377,0.12021857923497267,0.03559602649006623,0.9340659340659341
16,16,806,224,496,0.991396963596344,0.8816029143897997,0.0380794701986755,0.8288854003139717
19,19,423,181,569,0.9701547622680664,0.18397085610200364,0.0024834437086092716,0.9434850863422292
20,20,777,186,497,0.9887209534645081,0.8287795992714025,0.006622516556291391,0.8304552590266876
23,23,538,804,0,0.9999744892120361,0.39344262295081966,0.5182119205298014,0.05023547880690738
24,24,661,808,0,0.9999790191650391,0.6174863387978142,0.5215231788079471,0.05023547880690738
25,25,524,1067,197,0.9141961336135864,0.3679417122040073,0.7359271523178808,0.35949764521193095
26,26,655,1074,105,0.8950579762458801,0.6065573770491803,0.7417218543046358,0.2150706436420722
27,27,557,1335,257,0.8142421245574951,0.42805100182149364,0.9577814569536424,0.45368916797488223
28,28,635,1339,144,0.8094751238822937,0.5701275045537341,0.9610927152317881,0.27629513343799056
31,31,532,1381,233,0.6334269046783447,0.3825136612021858,0.9958609271523179,0.41601255886970173
32,32,612,1357,123,0.5960807800292969,0.5282331511839709,0.9759933774834437,0.24332810047095763
