,id,x_px,y_px,z_px,visibility,x,y,z
0,0,556,313,-690,0.999350368976593,0.5365853658536586,0.01912568306010929,0.19927095990279464
7,7,597,309,-342,0.9993667006492615,0.6615853658536586,0.015482695810564663,0.4106925880923451
8,8,511,302,-356,0.9978302121162415,0.39939024390243905,0.009107468123861567,0.402187120291616
11,11,663,457,-139,0.999951958656311,0.8628048780487805,0.15027322404371585,0.5340218712029161
12,12,434,445,-137,0.999833345413208,0.16463414634146342,0.13934426229508196,0.5352369380315918
13,13,708,628,-279,0.9693651795387268,1.0,0.30601092896174864,0.4489671931956258
14,14,380,611,-314,0.8800371289253235,0.0,0.290528233151184,0.42770352369380316
15,15,608,616,-809,0.9798963069915771,0.6951219512195121,0.29508196721311475,0.12697448359659783
16,16,466,638,-858,0.9044192433357239,0.2621951219512195,0.3151183970856102,0.09720534629404617
19,19,571,585,-966,0.9745026230812073,0.5823170731707317,0.2668488160291439,0.031591737545565005
20,20,505,617,-1018,0.9050683379173279,0.38109756097560976,0.2959927140255009,0.0
23,23,607,798,14,0.9999467134475708,0.6920731707317073,0.46083788706739526,0.6269744835965978
24,24,474,801,-14,0.9999393224716187,0.2865853658536585,0.46357012750455373,0.6099635479951397
25,25,609,1052,82,0.9649469256401062,0.698170731707317,0.692167577413479,0.6682867557715675
26,26,469,1050,21,0.9614936113357544,0.27134146341463417,0.6903460837887068,0.6312272174969623
27,27,606,1287,596,0.9751890897750854,0.6890243902439024,0.9061930783242259,0.9805589307411907
28,28,480,1294,470,0.9808908700942993,0.3048780487804878,0.912568306010929,0.9040097205346294
31,31,615,1390,278,0.9662046432495117,0.7164634146341463,1.0,0.787363304981774
32,32,465,1388,142,0.963315486907959,0.25914634146341464,0.9981785063752276,0.7047387606318347
