,id,x_px,y_px,z_px,visibility,x,y,z
0,0,373,304,-910,0.9999998807907104,0.5476190476190477,0.14727272727272728,0.03564547206165703
7,7,440,276,-745,0.9999998807907104,0.8134920634920635,0.12181818181818181,0.1151252408477842
8,8,374,276,-548,0.9999980926513672,0.5515873015873016,0.12181818181818181,0.21001926782273603
11,11,479,410,-723,0.9999921321868896,0.9682539682539683,0.24363636363636362,0.12572254335260116
12,12,374,355,-169,0.9996944665908813,0.5515873015873016,0.19363636363636363,0.39258188824662815
13,13,468,615,-817,0.9986922144889832,0.9246031746031746,0.43,0.0804431599229287
14,14,259,349,80,0.8737002015113831,0.09523809523809523,0.18818181818181817,0.51252408477842
15,15,424,763,-895,0.999119222164154,0.75,0.5645454545454546,0.042870905587668595
16,16,243,194,222,0.9863201975822449,0.031746031746031744,0.04727272727272727,0.5809248554913294
19,19,379,797,-984,0.9979953765869141,0.5714285714285714,0.5954545454545455,0.0
20,20,249,142,197,0.9814064502716064,0.05555555555555555,0.0,0.5688824662813102
23,23,456,688,-191,0.9991839528083801,0.876984126984127,0.49636363636363634,0.38198458574181116
24,24,396,670,191,0.9978074431419373,0.6388888888888888,0.48,0.5659922928709056
25,25,405,912,-213,0.9862058758735657,0.6746031746031746,0.7,0.3713872832369942
26,26,404,828,586,0.45502832531929016,0.6706349206349206,0.6236363636363637,0.75626204238921
27,27,457,1136,-83,0.9918608069419861,0.8809523809523809,0.9036363636363637,0.4340077071290944
28,28,405,990,1049,0.7652919888496399,0.6746031746031746,0.7709090909090909,0.9792870905587668
31,31,395,1242,-272,0.9928044676780701,0.6349206349206349,1.0,0.34296724470134876
32,32,305,1025,1047,0.8376278281211853,0.2777777777777778,0.8027272727272727,0.9783236994219653
