,id,x_px,y_px,z_px,visibility,x,y,z
0,0,381,193,-451,0.9999310970306396,0.3203285420944558,0.026168224299065422,0.2203811101905551
7,7,458,179,-430,0.9999656677246094,0.4784394250513347,0.013084112149532711,0.23777961888980945
8,8,434,178,-119,0.9997860789299011,0.42915811088295686,0.012149532710280374,0.49544324772162385
11,11,576,313,-394,0.9999932050704956,0.7207392197125256,0.1383177570093458,0.2676056338028169
12,12,383,327,152,0.9999252557754517,0.324435318275154,0.15140186915887852,0.71996685998343
13,13,712,442,-448,0.9959201812744141,1.0,0.2588785046728972,0.22286661143330572
14,14,358,500,67,0.5369014143943787,0.2731006160164271,0.3130841121495327,0.6495443247721624
15,15,579,553,-614,0.9859833121299744,0.7268993839835729,0.36261682242990656,0.08533554266777134
16,16,257,457,-520,0.9551206827163696,0.06570841889117043,0.27289719626168224,0.1632145816072908
19,19,542,575,-717,0.9731817841529846,0.6509240246406571,0.38317757009345793,0.0
20,20,229,420,-689,0.9691798090934753,0.008213552361396304,0.2383177570093458,0.0231980115990058
23,23,517,674,-154,0.9999839067459106,0.5995893223819302,0.47570093457943924,0.4664457332228666
24,24,395,669,154,0.9999692440032959,0.3490759753593429,0.47102803738317756,0.7216238608119304
25,25,505,926,-143,0.994756817817688,0.5749486652977412,0.711214953271028,0.4755592377796189
26,26,342,917,152,0.9807260632514954,0.2402464065708419,0.702803738317757,0.71996685998343
27,27,494,1150,295,0.9947308301925659,0.5523613963039015,0.9205607476635514,0.8384424192212097
28,28,329,1144,470,0.9907528162002563,0.2135523613963039,0.9149532710280374,0.9834299917149959
31,31,452,1235,25,0.9931690692901611,0.46611909650924027,1.0,0.6147473073736537
32,32,231,1209,239,0.9918228983879089,0.012320328542094456,0.9757009345794393,0.792046396023198
