,id,x_px,y_px,z_px,visibility,x,y,z
0,0,554,397,-56,0.998238205909729,0.6137281292059219,0.05743879472693032,0.729460580912863
7,7,560,349,166,0.9970362186431885,0.6218034993270525,0.01224105461393597,0.9136929460580913
8,8,502,347,38,0.9980241060256958,0.5437415881561238,0.010357815442561206,0.8074688796680498
11,11,601,458,270,0.999890923500061,0.676985195154778,0.11487758945386065,1.0
12,12,398,462,15,0.999874472618103,0.4037685060565276,0.11864406779661017,0.7883817427385892
13,13,747,505,33,0.13075004518032074,0.873485868102288,0.1591337099811676,0.8033195020746888
14,14,365,549,-401,0.9758451581001282,0.35935397039030953,0.20056497175141244,0.44315352697095434
15,15,815,389,-398,0.08915501832962036,0.9650067294751009,0.04990583804143126,0.445643153526971
16,16,527,405,-827,0.9757468700408936,0.5773889636608345,0.06497175141242938,0.08962655601659751
19,19,833,342,-494,0.1272933930158615,0.9892328398384926,0.005649717514124294,0.3659751037344398
20,20,574,336,-901,0.9567810893058777,0.6406460296096904,0.0,0.028215767634854772
23,23,547,778,46,0.9999856948852539,0.604306864064603,0.416195856873823,0.8141078838174274
24,24,392,768,-46,0.9999860525131226,0.39569313593539707,0.4067796610169492,0.7377593360995851
25,25,736,993,-271,0.7487514019012451,0.8586810228802153,0.6186440677966102,0.5510373443983403
26,26,265,1031,-278,0.8064437508583069,0.22476446837146702,0.6544256120527306,0.5452282157676348
27,27,738,1325,-185,0.6111045479774475,0.8613728129205922,0.931261770244821,0.6224066390041494
28,28,143,1308,-265,0.664897620677948,0.06056527590847914,0.9152542372881356,0.5560165975103735
31,31,841,1398,-404,0.4718394875526428,1.0,1.0,0.44066390041493775
32,32,98,1381,-499,0.4950914680957794,0.0,0.9839924670433146,0.36182572614107883
