,id,x_px,y_px,z_px,visibility,x,y,z
0,0,307,167,-484,0.9999442100524902,0.43333333333333335,0.03884892086330935,0.0
7,7,341,140,-347,0.9999258518218994,0.5592592592592592,0.0,0.17496807151979565
8,8,297,147,-265,0.9996753931045532,0.3962962962962963,0.010071942446043165,0.2796934865900383
11,11,408,215,-261,0.9999916553497314,0.8074074074074075,0.1079136690647482,0.2848020434227331
12,12,270,217,-55,0.999897837638855,0.2962962962962963,0.11079136690647481,0.5478927203065134
13,13,444,332,-228,0.9976928234100342,0.9407407407407408,0.2762589928057554,0.3269476372924649
14,14,247,330,10,0.8952747583389282,0.2111111111111111,0.2733812949640288,0.6309067688378033
15,15,456,434,-332,0.9982849955558777,0.9851851851851852,0.42302158273381296,0.194125159642401
16,16,206,428,-146,0.9610908031463623,0.05925925925925926,0.4143884892086331,0.43167305236270753
19,19,448,463,-420,0.996504545211792,0.9555555555555556,0.46474820143884893,0.08173690932311622
20,20,190,451,-238,0.9503837823867798,0.0,0.4474820143884892,0.31417624521072796
23,23,373,441,-76,0.9999228715896606,0.6777777777777778,0.4330935251798561,0.5210727969348659
24,24,292,442,76,0.9998558759689331,0.37777777777777777,0.43453237410071943,0.7151979565772669
25,25,386,609,-91,0.994814395904541,0.725925925925926,0.6748201438848921,0.5019157088122606
26,26,281,603,98,0.9767264127731323,0.337037037037037,0.6661870503597123,0.7432950191570882
27,27,405,771,33,0.9969275593757629,0.7962962962962963,0.9079136690647482,0.6602809706257982
28,28,279,748,289,0.9882903099060059,0.3296296296296296,0.874820143884892,0.9872286079182631
31,31,377,835,-191,0.9956204295158386,0.6925925925925925,1.0,0.37420178799489145
32,32,212,794,132,0.9884387850761414,0.08148148148148149,0.9410071942446043,0.7867177522349936
