,id,x_px,y_px,z_px,visibility,x,y,z
0,0,225,523,-65,0.020000170916318893,0.9666666666666667,0.45454545454545453,0.4382716049382716
7,7,225,504,-92,0.043507251888513565,0.9666666666666667,0.33116883116883117,0.2716049382716049
8,8,227,493,-79,0.08856336027383804,1.0,0.2597402597402597,0.35185185185185186
11,11,215,477,-72,0.9949297308921814,0.8,0.15584415584415584,0.3950617283950617
12,12,218,471,-69,0.9979915618896484,0.85,0.11688311688311688,0.41358024691358025
13,13,198,480,-89,0.002390726702287793,0.5166666666666667,0.17532467532467533,0.29012345679012347
14,14,199,470,-90,0.012912794016301632,0.5333333333333333,0.11038961038961038,0.2839506172839506
15,15,197,548,-106,0.008673394098877907,0.5,0.6168831168831169,0.18518518518518517
16,16,197,534,-117,0.17340900003910065,0.5,0.525974025974026,0.11728395061728394
19,19,193,565,-118,0.014456009492278099,0.43333333333333335,0.7272727272727273,0.1111111111111111
20,20,201,561,-136,0.16931332647800446,0.5666666666666667,0.7012987012987013,0.0
23,23,205,465,0,0.9984765648841858,0.6333333333333333,0.07792207792207792,0.8395061728395061
24,24,205,453,-1,0.9990991353988647,0.6333333333333333,0.0,0.8333333333333334
25,25,206,474,26,0.00029275842825882137,0.65,0.13636363636363635,1.0
26,26,205,456,-32,0.0024802584666758776,0.6333333333333333,0.01948051948051948,0.6419753086419753
27,27,185,552,17,0.007188933435827494,0.3,0.6428571428571429,0.9444444444444444
28,28,181,566,-56,0.01539361011236906,0.23333333333333334,0.7337662337662337,0.49382716049382713
31,31,179,586,-14,0.006983899045735598,0.2,0.8636363636363636,0.7530864197530864
32,32,167,607,-86,0.017858361825346947,0.0,1.0,0.30864197530864196
