,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,505,274,16,0.9998016953468323,-0.11753932991389271,-0.6729126637570357,0.09403146393111417
7,0,7,579,285,126,0.9997978806495667,0.3173561907675103,-0.6082660323043948,0.7404977784575241
20,0,20,467,330,-1023,0.917803943157196,-0.34086405675028886,-0.34380253999813615,-6.012136725095612
16,0,16,458,363,-953,0.9550092220306396,-0.3937567552115406,-0.1498626456402132,-5.600749070396987
14,0,14,437,394,-514,0.951292872428894,-0.5171730516211279,0.032323315726320495,-3.0207607787870425
12,0,12,441,375,-27,0.9995290040969849,-0.4936651856383494,-0.07933904769187758,-0.15867809538375516
11,0,11,609,402,211,0.9993645548820496,0.4936651856383494,0.07933904769187758,1.2400399305915681
13,0,13,642,510,-149,0.9109477400779724,0.6876050799962723,0.7140514292268982,-0.8756680078585006
15,0,15,571,408,-549,0.9772880673408508,0.27034045880195323,0.11460084666604539,-3.226454606136355
19,0,19,554,358,-611,0.953501284122467,0.17043202837514443,-0.17924747811868638,-3.5908265288694223
24,0,24,489,713,-85,0.9993808269500732,-0.21157079384500688,1.9070756278529093,-0.499542152134044
23,0,23,600,708,84,0.9991082549095154,0.44077248717709766,1.877690795374436,0.4936651856383494
26,0,26,469,970,-140,0.9893292784690857,-0.3291101237588996,3.4174560172464306,-0.822775309397249
25,0,25,588,957,84,0.9768913388252258,0.37024888922876203,3.3410554528024003,0.4936651856383494
26,0,26,469,970,-140,0.9893292784690857,-0.3291101237588996,3.4174560172464306,-0.822775309397249
28,0,28,413,1215,87,0.9865670800209045,-0.6582202475177992,4.857312808691616,0.5112960851254332
32,0,32,456,1311,-189,0.9727364778518677,-0.40551068820292985,5.421501592278301,-1.110746667686286
27,0,27,594,1175,391,0.9734362363815308,0.40551068820292985,4.622234148863831,2.2978938998166023
31,0,31,628,1264,187,0.9722436666488647,0.6053275490565474,5.1452841669806535,1.0989927346948969
