,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,497,241,932,0.9969688057899475,-0.1384113836595469,-0.13264424267373243,3.5833169325193803
7,0,7,592,243,971,0.9935626983642578,0.2268408787753685,-0.12495472135931315,3.733262598150556
20,0,20,485,149,2,0.5454172492027283,-0.1845485115460625,-0.4863622231370189,0.0076895213144192705
16,0,16,464,178,-19,0.560022234916687,-0.26528848534746485,-0.37486416407793943,-0.07305045248698307
14,0,14,357,296,316,0.21845221519470215,-0.6766778756688958,0.07881759347279753,1.2149443676782448
12,0,12,403,272,784,0.9998779296875,-0.4998188854372526,-0.013456662300233724,3.014292355252354
11,0,11,663,279,769,0.9992548823356628,0.4998188854372526,0.013456662300233724,2.9566209453942096
13,0,13,678,323,424,0.06166525557637215,0.5574902952953972,0.1826261312174577,1.6301785186568853
15,0,15,639,267,75,0.1350034773349762,0.40754462966422134,-0.032680465586281904,0.28835704929072264
19,0,19,634,246,69,0.1519244760274887,0.38832082637817317,-0.11342043938768424,0.26528848534746485
24,0,24,427,398,52,0.9999537467956543,-0.40754462966422134,0.47098318050818033,0.19992755417490105
23,0,23,598,399,-53,0.999784529209137,0.2499094427186263,0.47482794116538996,-0.20377231483211067
26,0,26,293,307,-422,0.885828971862793,-0.9227425577303126,0.12110996070210352,-1.622488997342466
25,0,25,557,305,-513,0.9236038327217102,0.09227425577303125,0.11342043938768424,-1.9723622171485429
26,0,26,293,307,-422,0.885828971862793,-0.9227425577303126,0.12110996070210352,-1.622488997342466
28,0,28,194,425,-1150,0.6444512605667114,-1.3033738627940663,0.5747917182528405,-4.42147475579108
32,0,32,111,432,-1457,0.8017669916152954,-1.622488997342466,0.601705042853308,-5.6018162775544385
27,0,27,423,337,-1244,0.5703467130661011,-0.4229236722930599,0.23645278041839257,-4.782882257568787
31,0,31,360,304,-1463,0.7396255135536194,-0.6651435936972669,0.10957567873047461,-5.624884841497696
