,id,x_px,y_px,z_px,visibility,x,y,z
0,0,511,250,-881,0.9986070394515991,0.5233644859813084,0.02443133951137321,0.16025641025641027
7,7,549,237,-664,0.9982585906982422,0.6417445482866043,0.013479359730412805,0.3148148148148148
8,8,468,236,-652,0.9966495633125305,0.3894080996884735,0.012636899747262006,0.32336182336182334
11,11,614,362,-417,0.9998732209205627,0.8442367601246106,0.11878685762426285,0.49074074074074076
12,12,412,355,-458,0.9996764063835144,0.21495327102803738,0.11288963774220724,0.46153846153846156
13,13,664,573,-322,0.8928579092025757,1.0,0.2965459140690817,0.5584045584045584
14,14,366,577,-622,0.8318196535110474,0.07165109034267912,0.2999157540016849,0.34472934472934474
15,15,602,711,-487,0.8588197827339172,0.8068535825545171,0.4128053917438922,0.4408831908831909
16,16,462,427,-1002,0.8487876653671265,0.3707165109034268,0.17354675652906487,0.07407407407407407
19,19,564,743,-580,0.848655104637146,0.6884735202492211,0.43976411120471776,0.37464387464387466
20,20,501,384,-1098,0.8346803784370422,0.49221183800623053,0.13732097725358045,0.005698005698005698
23,23,567,725,29,0.9998341798782349,0.6978193146417445,0.42459983150800334,0.8084045584045584
24,24,438,714,-29,0.9998301863670349,0.29595015576323985,0.4153327716933446,0.7670940170940171
25,25,605,1037,52,0.8883556127548218,0.8161993769470405,0.6874473462510531,0.8247863247863247
26,26,403,1020,-39,0.8873684406280518,0.18691588785046728,0.6731255265374895,0.75997150997151
27,27,638,1310,291,0.9120463132858276,0.9190031152647975,0.9174389216512215,0.9950142450142451
28,28,359,1282,224,0.9133963584899902,0.04984423676012461,0.8938500421229991,0.9472934472934473
31,31,655,1408,9,0.8911896347999573,0.9719626168224299,1.0,0.7941595441595442
32,32,392,1395,-35,0.8791243433952332,0.1526479750778816,0.9890480202190396,0.7628205128205128
