,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,115,112,-168,0.9997391104698181,-0.5722314826645087,-0.7556390091595436,-2.4649971560932684
7,0,7,149,108,-247,0.9998700618743896,-0.07336301059801394,-0.8143294176379547,-3.624132723541889
20,0,20,75,210,-204,0.8575206398963928,-1.1591355674486203,0.6822759985615297,-2.993210832398969
16,0,16,83,224,-161,0.8660799860954285,-1.0417547504917979,0.8876924282359687,-2.362288941256049
14,0,14,125,237,15,0.47012123465538025,-0.4255054614684809,1.078436255790805,0.22008903179404182
12,0,12,121,172,-2,0.9994445443153381,-0.484195869946892,0.1247171180166237,-0.02934520423920558
11,0,11,187,155,-227,0.9996832609176636,0.484195869946892,-0.1247171180166237,-3.330680681149833
13,0,13,192,243,-395,0.9893500208854675,0.557558880544906,1.1664718685084217,-5.795677837243102
15,0,15,147,171,-586,0.9845297336578369,-0.10270821483721952,0.11004451589702091,-8.598144842087233
19,0,19,143,147,-625,0.9764500260353088,-0.16139862331563068,-0.242097934973446,-9.170376324751743
24,0,24,159,317,93,0.9993232488632202,0.07336301059801394,2.252244425359028,1.3645519971230593
23,0,23,208,310,-93,0.9996180534362793,0.7923205144585506,2.1495362105218083,-1.3645519971230593
26,0,26,142,424,44,0.8653309345245361,-0.17607122543523346,3.8222128521565266,0.6455944932625227
25,0,25,188,420,-157,0.9917758703231812,0.4988684720664948,3.763522443678115,-2.3035985327776376
26,0,26,142,424,44,0.8653309345245361,-0.17607122543523346,3.8222128521565266,0.6455944932625227
28,0,28,179,526,162,0.9443812370300293,0.3668150529900697,5.318818268356011,2.3769615433756517
32,0,32,130,558,72,0.9633426666259766,-0.3521424508704669,5.7883415361833,1.0564273526114007
27,0,27,217,534,-119,0.9955838322639465,0.9243739335349757,5.4361990853128335,-1.746039652232732
31,0,31,187,582,-246,0.9946039319038391,0.484195869946892,6.140483987053767,-3.609460121422286
