,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,192,81,-85,0.9995576739311218,-0.3423132699305793,-0.6071216485561218,-1.0979859601546884
7,0,7,220,73,-78,0.9999217987060547,0.019376222826259205,-0.7104615036295042,-1.0075635869654787
20,0,20,256,100,-339,0.9626504182815552,0.48440557065648016,-0.3616894927568385,-4.37902635873458
16,0,16,251,118,-306,0.9882459044456482,0.4198181612356161,-0.12917481884172805,-3.952749456556878
14,0,14,215,166,-189,0.9865395426750183,-0.04521118659460481,0.4908643115985665,-2.4414040761086597
12,0,12,180,132,-74,0.9988792538642883,-0.49732305254065295,0.05166992753669122,-0.9558936594287875
11,0,11,257,124,-24,0.9999599456787109,0.49732305254065295,-0.05166992753669122,-0.3100195652201473
13,0,13,284,178,-24,0.994443953037262,0.8460950634133186,0.6458740942086402,-0.3100195652201473
15,0,15,276,224,-66,0.9892299771308899,0.7427552083399362,1.2400782608805891,-0.8525538043554051
19,0,19,264,236,-98,0.9642840623855591,0.5877454257298625,1.3950880434906627,-1.2659132246489349
24,0,24,210,253,-6,0.999875545501709,-0.10979859601546883,1.6146852355216004,-0.07750489130503682
23,0,23,256,247,6,0.999944806098938,0.48440557065648016,1.5371803442165637,0.07750489130503682
26,0,26,206,348,10,0.990592896938324,-0.16146852355216004,2.841846014518017,0.12917481884172805
25,0,25,258,344,-36,0.990960419178009,0.5102405344248258,2.7901760869813255,-0.46502934783022093
26,0,26,206,348,10,0.990592896938324,-0.16146852355216004,2.841846014518017,0.12917481884172805
28,0,28,211,429,158,0.9886634945869446,-0.09688111413129603,3.888162047136014,2.040962137699303
32,0,32,194,458,62,0.9850226044654846,-0.3164783061622337,4.262769021777025,0.8008838768187139
27,0,27,259,430,95,0.9876343607902527,0.5231580163089985,3.9010795290201865,1.2271607789964163
31,0,31,274,456,-6,0.9821377992630005,0.7169202445715906,4.236934058008679,-0.07750489130503682
