,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,236,428,-472,0.9999964237213135,-0.6429461445593929,-0.6239428102374405,-2.989857933320527
7,0,7,308,381,-245,0.999976634979248,-0.18686612083253293,-0.9216617146146963,-1.551938969626121
20,0,20,467,327,-545,0.9819532632827759,0.8203105982309497,-1.2637217324098413,-3.452272401821371
16,0,16,506,397,-528,0.9936373233795166,1.0673539444163322,-0.8203105982309497,-3.34458684066364
14,0,14,533,617,-673,0.9942303895950317,1.2383839533139047,0.5732672520455672,-4.263081332891344
12,0,12,292,591,-560,0.9999715089797974,-0.2882172372162796,0.4085716879219788,-3.5472890734311338
11,0,11,383,462,146,0.9999779462814331,0.2882172372162796,-0.4085716879219788,0.9248289370016883
13,0,13,577,492,-114,0.7678553462028503,1.517099523369208,-0.21853834470245376,-0.722126704234195
15,0,15,521,336,-725,0.9665991067886353,1.1623706160260947,-1.2067117294439837,-4.592472461138521
19,0,19,478,277,-768,0.9428545236587524,0.8899894907447755,-1.5804439711090497,-4.86485358641984
24,0,24,582,859,-245,0.999669075012207,1.548771747239129,2.1062028873497356,-1.551938969626121
23,0,23,638,807,244,0.9997143149375916,1.9035006545822422,1.776811759102559,1.5456045248521368
26,0,26,731,1126,-299,0.9419779777526855,2.4926040185627696,3.7974996420035083,-1.893998987421266
25,0,25,731,1094,319,0.2559039294719696,2.4926040185627696,3.5947974092360147,2.0206878829009494
26,0,26,731,1126,-299,0.9419779777526855,2.4926040185627696,3.7974996420035083,-1.893998987421266
28,0,28,545,1381,113,0.9268359541893005,1.3143972906017147,5.41278305936947,0.7157922594602109
32,0,32,649,1457,46,0.9373719096183777,1.973179547096068,5.8942008621922675,0.2913844596032717
27,0,27,626,1328,807,0.3580380976200104,1.8274873172944321,5.07705748634831,5.111896932605223
31,0,31,670,1392,777,0.532482385635376,2.1062028873497356,5.482461951883296,4.921863589385698
