,id,x_px,y_px,z_px,visibility,x,y,z
0,0,115,15,162,0.999985933303833,0.3474320241691843,0.022388059701492536,0.16071428571428573
7,7,128,7,409,0.9999425411224365,0.3867069486404834,0.010447761194029851,0.40575396825396826
8,8,81,8,289,0.9999643564224243,0.24471299093655588,0.011940298507462687,0.2867063492063492
11,11,156,99,601,0.9998944997787476,0.47129909365558914,0.14776119402985075,0.5962301587301587
12,12,36,102,311,0.9999673366546631,0.10876132930513595,0.15223880597014924,0.30853174603174605
13,13,226,161,640,0.9207574725151062,0.6827794561933535,0.24029850746268658,0.6349206349206349
14,14,0,211,231,0.9912638664245605,0.0,0.31492537313432833,0.22916666666666666
15,15,306,126,447,0.98822021484375,0.9244712990936556,0.1880597014925373,0.44345238095238093
16,16,46,303,72,0.9915307760238647,0.13897280966767372,0.45223880597014926,0.07142857142857142
19,19,331,99,375,0.9844887256622314,1.0,0.14776119402985075,0.37202380952380953
20,20,67,324,0,0.9826017618179321,0.20241691842900303,0.4835820895522388,0.0
23,23,145,320,616,0.9999182224273682,0.4380664652567976,0.47761194029850745,0.6111111111111112
24,24,78,321,408,0.9999489784240723,0.23564954682779457,0.4791044776119403,0.40476190476190477
25,25,143,465,759,0.8714980483055115,0.43202416918429004,0.6940298507462687,0.7529761904761905
26,26,71,468,437,0.971821665763855,0.21450151057401812,0.6985074626865672,0.43353174603174605
27,27,96,590,994,0.9456151723861694,0.29003021148036257,0.8805970149253731,0.9861111111111112
28,28,64,613,613,0.9881983399391174,0.1933534743202417,0.9149253731343283,0.6081349206349206
31,31,133,644,852,0.9567974805831909,0.40181268882175225,0.9611940298507463,0.8452380952380952
32,32,102,670,423,0.9774357676506042,0.3081570996978852,1.0,0.41964285714285715
