,id,x_px,y_px,z_px,visibility,x,y,z
8,8,210,134,-14,0.9999587535858154,-0.18023431272764762,-0.6704716433468492,-0.20186243025496534
7,7,237,132,-53,0.9999750852584839,0.20907180276407125,-0.6993091333832728,-0.764193485965226
20,20,196,156,-249,0.97518390417099,-0.382096742982613,-0.3532592529461894,-3.590267509534741
16,16,189,171,-218,0.9788234233856201,-0.48302795811009563,-0.1369780776730122,-3.143286413970175
14,14,151,223,-19,0.7477471232414246,-1.0309402688021445,0.612796663274002,-0.2739561553460244
12,12,188,177,81,0.9999029636383057,-0.49744670312830747,-0.050465607563741334,1.1679183464751566
11,11,257,184,-51,0.9999547004699707,0.49744670312830747,0.050465607563741334,-0.7353559959288023
13,13,276,236,-157,0.9771081209182739,0.7714028584743319,0.8002403485107554,-2.263742967859254
15,15,240,174,-293,0.9857353568077087,0.25232803781870666,-0.09372184261837677,-4.22469229033606
19,19,236,156,-324,0.9790260195732117,0.19465305774585945,-0.3532592529461894,-4.671673385900626
24,24,193,313,59,0.9998757839202881,-0.4253529780372484,1.910483714913065,0.8507059560744968
23,23,231,315,-59,0.9998859167098999,0.12255933265480039,1.9393212049494886,-0.8507059560744968
26,26,205,413,108,0.40999630093574524,-0.25232803781870666,3.352358216734246,1.5572244619668756
25,25,215,417,-56,0.9000973701477051,-0.10814058763658858,3.410033196807093,-0.8074497210198613
26,26,205,413,108,0.40999630093574524,-0.25232803781870666,3.352358216734246,1.5572244619668756
28,28,220,499,220,0.7813864946365356,-0.03604686254552952,4.592370288300462,3.1721239040065985
32,32,190,529,151,0.8471943736076355,-0.46860921309188386,5.024932638846816,2.1772304977499832
27,27,229,516,14,0.955562174320221,0.09372184261837677,4.8374889536100625,0.20186243025496534
31,31,196,548,-92,0.9610458612442017,-0.382096742982613,5.29888879419284,-1.3265245416754865
