,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,231,99,-99,0.999228835105896,-0.17865386490370558,-0.5657372388617343,-0.8422253631174691
7,0,7,278,105,-153,0.9994184970855713,0.22119049940458785,-0.5146932774606756,-1.3016210157269978
20,0,20,212,257,-362,0.8439087867736816,-0.3402930760070582,0.7784204113661457,-3.079652337863877
16,0,16,203,270,-298,0.8818162083625793,-0.41685901810864634,0.8890156610684397,-2.535183416252584
14,0,14,180,266,-45,0.7917698621749878,-0.6125275368127048,0.8549863534677338,-0.3828297105079405
12,0,12,194,156,13,0.9998949766159058,-0.49342496021023446,-0.08081960555167633,0.11059524970229392
11,0,11,310,175,-64,0.9997332692146301,0.49342496021023446,0.08081960555167633,-0.5444689216112931
13,0,13,300,281,-211,0.9437234997749329,0.40835169120846987,0.9825962569703807,-1.7950459759372321
15,0,15,267,199,-485,0.947946310043335,0.12760990350264684,0.2849954511559113,-4.126053546585581
19,0,19,262,164,-538,0.9063751697540283,0.08507326900176455,-0.012760990350264683,-4.576941872294933
24,0,24,200,342,7,0.9986482262611389,-0.4423809988091757,1.5015431978811444,0.05955128830123519
23,0,23,260,347,-7,0.9979111552238464,0.06805861520141164,1.5440798323820268,-0.05955128830123519
26,0,26,217,486,8,0.9772911667823792,-0.297756441506176,2.726598271506554,0.06805861520141164
25,0,25,231,491,13,0.9430441856384277,-0.17865386490370558,2.7691349060074364,0.11059524970229392
26,0,26,217,486,8,0.9772911667823792,-0.297756441506176,2.726598271506554,0.06805861520141164
28,0,28,248,619,206,0.9738367199897766,-0.03402930760070582,3.858072749230023,1.75250934143635
32,0,32,261,683,52,0.9586073160171509,0.0765659421015881,4.402541670841316,0.4423809988091757
27,0,27,226,620,256,0.9577658176422119,-0.22119049940458785,3.8665800761301994,2.1778756864451725
31,0,31,232,679,108,0.9502279758453369,-0.1701465380035291,4.36851236324061,0.9187913052190573
