,id,x_px,y_px,z_px,visibility,x,y,z
0,0,148,15,3,0.9989726543426514,0.5670498084291188,0.018427518427518427,0.003931847968545216
7,7,194,25,186,0.999065101146698,0.7432950191570882,0.030712530712530713,0.2437745740498034
8,8,143,12,207,0.9970459342002869,0.5478927203065134,0.014742014742014743,0.2712975098296199
11,11,246,156,308,0.999975323677063,0.9425287356321839,0.19164619164619165,0.4036697247706422
12,12,65,129,328,0.9999104738235474,0.24904214559386972,0.15847665847665848,0.42988204456094364
13,13,261,288,374,0.9739711284637451,1.0,0.3538083538083538,0.49017038007863695
14,14,30,260,309,0.888656497001648,0.11494252873563218,0.3194103194103194,0.40498034076015726
15,15,235,387,242,0.9492311477661133,0.9003831417624522,0.47542997542997545,0.31716906946264745
16,16,45,369,105,0.8385420441627502,0.1724137931034483,0.4533169533169533,0.13761467889908258
19,19,212,415,145,0.9296503663063049,0.8122605363984674,0.5098280098280098,0.19003931847968544
20,20,66,397,0,0.8115192651748657,0.25287356321839083,0.4877149877149877,0.0
23,23,185,393,485,0.9999927282333374,0.7088122605363985,0.4828009828009828,0.63564875491481
24,24,82,388,492,0.9999903440475464,0.31417624521072796,0.47665847665847666,0.6448230668414154
25,25,175,570,483,0.9755011796951294,0.6704980842911877,0.7002457002457002,0.6330275229357798
26,26,49,569,418,0.9762116074562073,0.18773946360153257,0.699017199017199,0.5478374836173001
27,27,152,748,751,0.9897699356079102,0.5823754789272031,0.918918918918919,0.9842726081258192
28,28,54,755,580,0.9935948252677917,0.20689655172413793,0.9275184275184275,0.7601572739187418
31,31,178,813,550,0.9791616201400757,0.6819923371647509,0.9987714987714987,0.7208387942332897
32,32,0,814,370,0.9864957928657532,0.0,1.0,0.4849279161205767
