,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,227,113,-272,0.9999717473983765,-0.288625285998803,-0.5901356294082668,-1.4018942462799002
7,0,7,291,99,-332,0.9999886751174927,0.04123218371411471,-0.6622919509079676,-1.7111356241357605
20,0,20,201,486,-420,0.9060445427894592,-0.4226298830696758,1.3323149362623317,-2.1646896449910225
16,0,16,178,463,-310,0.9442372918128967,-0.5411724112477556,1.2137724080842518,-1.597747118921945
14,0,14,152,355,-71,0.9567182660102844,-0.6751770083186284,0.6571379279437032,-0.36593563046276806
12,0,12,186,229,-116,0.9999467134475708,-0.49994022753364087,0.007731034446396509,-0.5978666638546634
11,0,11,380,226,-227,0.9999889135360718,0.49994022753364087,-0.007731034446396509,-1.1699632128880049
13,0,13,415,365,-202,0.9975268244743347,0.6803310312828927,0.7086781575863466,-1.0411126387813965
15,0,15,366,467,-392,0.9909928441047668,0.4277839060339401,1.2343884999413093,-2.020377001991621
19,0,19,335,485,-499,0.9791277050971985,0.2680091941417456,1.3271609132980673,-2.571857459167905
24,0,24,222,495,44,0.9997609257698059,-0.3143954008201247,1.3787011429407106,0.2267770104276309
23,0,23,325,498,-44,0.9997743964195251,0.21646896449910225,1.3941632118335037,-0.2267770104276309
26,0,26,204,695,61,0.9933465719223022,-0.4071678141768828,2.4095057357935783,0.3143954008201247
25,0,25,318,699,-55,0.9949203133583069,0.18039080374925187,2.430121827650636,-0.2834712630345386
26,0,26,204,695,61,0.9933465719223022,-0.4071678141768828,2.4095057357935783,0.3143954008201247
28,0,28,228,871,307,0.9933643341064453,-0.2834712630345386,3.3166137775041022,1.582285050029152
32,0,32,169,934,110,0.9894910454750061,-0.5875586179261346,3.6413172242527554,0.5669425260690772
27,0,27,306,871,197,0.994471549987793,0.1185425281780798,3.3166137775041022,1.0153425239600748
31,0,31,320,935,-31,0.9897398948669434,0.19069884967778053,3.6464712472170198,-0.1597747118921945
