,id,x_px,y_px,z_px,visibility,x,y,z
0,0,360,81,361,0.9979386925697327,0.5778491171749599,0.056842105263157895,0.36172344689378755
7,7,413,115,640,0.9948315024375916,0.6629213483146067,0.08070175438596491,0.6412825651302605
8,8,313,90,635,0.9880967140197754,0.5024077046548957,0.06315789473684211,0.6362725450901804
11,11,457,276,652,0.9996477365493774,0.7335473515248796,0.1936842105263158,0.6533066132264529
12,12,218,223,667,0.9989134073257446,0.34991974317817015,0.15649122807017543,0.6683366733466933
13,13,623,138,562,0.9528378248214722,1.0,0.0968421052631579,0.56312625250501
14,14,141,0,733,0.6016961932182312,0.22632423756019263,0.0,0.7344689378757515
15,15,430,164,637,0.12641234695911407,0.6902086677367576,0.11508771929824561,0.6382765531062125
16,16,299,120,997,0.0475047342479229,0.4799357945425361,0.08421052631578947,0.998997995991984
19,19,389,175,630,0.05677725747227669,0.6243980738362761,0.12280701754385964,0.6312625250501002
20,20,325,143,992,0.021969672292470932,0.521669341894061,0.10035087719298245,0.9939879759519038
23,23,406,674,442,0.999956488609314,0.651685393258427,0.4729824561403509,0.44288577154308617
24,24,248,672,455,0.9999444484710693,0.39807383627608345,0.47157894736842104,0.4559118236472946
25,25,403,1002,406,0.707722008228302,0.6468699839486356,0.7031578947368421,0.40681362725450904
26,26,144,982,286,0.6274304986000061,0.23113964686998395,0.6891228070175439,0.2865731462925852
27,27,380,1325,511,0.8238041996955872,0.6099518459069021,0.9298245614035088,0.5120240480961924
28,28,78,1305,305,0.8674353361129761,0.12520064205457465,0.9157894736842105,0.30561122244488975
31,31,407,1425,201,0.7420722842216492,0.6532905296950241,1.0,0.20140280561122245
32,32,0,1418,0,0.8079367280006409,0.0,0.9950877192982456,0.0
