,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,483,250,-241,0.999996542930603,-0.17272444322568903,-0.5415935931652961,-1.4110708751657983
7,0,7,564,244,-117,0.9999569654464722,0.30153589241094864,-0.5767239883976396,-0.6850427070306988
20,0,20,215,697,-424,0.953830897808075,-1.7418820969370332,2.0756208516442967,-2.482547929752276
16,0,16,222,651,-343,0.98008793592453,-1.7008966358326325,1.8062878215296632,-2.008287594115638
14,0,14,286,485,-208,0.9932305812835693,-1.3261724200209681,0.8343468867681588,-1.217853701387909
12,0,12,431,368,-182,0.9999464750289917,-0.47718786857266626,0.14930417973746,-1.0656219887144203
11,0,11,594,317,163,0.9994537234306335,0.47718786857266626,-0.14930417973746,0.9543757371453325
13,0,13,622,183,269,0.9149379134178162,0.6411297129902694,-0.9338830065931322,1.5750127195834016
15,0,15,618,61,214,0.9681643843650818,0.6177094495020403,-1.6482010429841172,1.2529840966202526
19,0,19,602,42,167,0.9229172468185425,0.5240283955491243,-1.7594472945532051,0.9777960006335615
24,0,24,422,698,-176,0.9996724128723145,-0.5298834614211816,2.081475917516354,-1.0304915934820769
23,0,23,549,690,175,0.9998010993003845,0.2137099043300898,2.034635390539896,1.0246365276100196
26,0,26,267,941,-340,0.9981192946434021,-1.437418671590056,3.504256924426267,-1.9907223964994667
25,0,25,792,854,-202,0.9933347702026367,1.6364909112400028,2.994866193557286,-1.1827233061555655
26,0,26,267,941,-340,0.9981192946434021,-1.437418671590056,3.504256924426267,-1.9907223964994667
28,0,28,123,1133,-121,0.9970139265060425,-2.280548157166301,4.62842957186126,-0.7084629705189278
32,0,32,179,1235,-374,0.9885214567184448,-1.9526644683310945,5.2256462908111,-2.189794636149413
27,0,27,663,1069,185,0.9863917827606201,0.8811874137446168,4.253705356049595,1.0831871863305922
31,0,31,776,1137,77,0.9759174585342407,1.5428098572870865,4.651849835349489,0.4508400721484086
