,id,x_px,y_px,z_px,visibility,x,y,z
0,0,383,176,-1465,0.9955853819847107,0.5062240663900415,0.06345177664974619,0.0
7,7,452,159,-1125,0.9957473874092102,0.7925311203319502,0.02030456852791878,0.22427440633245382
8,8,318,161,-1089,0.9960730671882629,0.23651452282157676,0.025380710659898477,0.24802110817941952
11,11,502,243,-868,0.999331533908844,1.0,0.233502538071066,0.3937994722955145
12,12,261,242,-797,0.9996265769004822,0.0,0.23096446700507614,0.44063324538258575
13,13,486,351,-904,0.6393141150474548,0.9336099585062241,0.5076142131979695,0.37005277044854884
14,14,291,367,-941,0.65516197681427,0.12448132780082988,0.5482233502538071,0.34564643799472294
15,15,449,363,-1023,0.663159191608429,0.7800829875518672,0.5380710659898477,0.29155672823219
16,16,389,323,-1245,0.8213203549385071,0.5311203319502075,0.4365482233502538,0.14511873350923482
19,19,457,352,-1106,0.6498344540596008,0.8132780082987552,0.5101522842639594,0.23680738786279684
20,20,402,271,-1343,0.8000538349151611,0.5850622406639004,0.30456852791878175,0.08047493403693931
23,23,469,309,-19,0.997965931892395,0.8630705394190872,0.4010152284263959,0.9538258575197889
24,24,312,304,19,0.9988871216773987,0.21161825726141079,0.3883248730964467,0.978891820580475
25,25,439,410,-373,0.7012268304824829,0.7385892116182573,0.6573604060913706,0.7203166226912929
26,26,307,363,-481,0.7100818753242493,0.1908713692946058,0.5380710659898477,0.6490765171503958
27,27,462,513,22,0.7260602116584778,0.8340248962655602,0.9187817258883249,0.9808707124010554
28,28,383,498,-79,0.7319301962852478,0.5062240663900415,0.8807106598984772,0.9142480211081794
31,31,445,545,-159,0.7401087880134583,0.7634854771784232,1.0,0.8614775725593667
32,32,370,536,-253,0.7385287880897522,0.45228215767634855,0.9771573604060914,0.7994722955145118
