,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,2204,1406,-1403,0.9992432594299316,-0.23667789845754023,-0.6031469025208284,-1.260186305639199
7,0,7,2638,1374,-1499,0.9997835755348206,0.15314452253134955,-0.6318895695061842,-1.3464143065952667
20,0,20,2973,2604,-2963,0.7978039979934692,0.4540443175342944,0.4729066927434343,-2.6613913211753006
16,0,16,2775,2714,-2682,0.8981625437736511,0.27619906556240464,0.5717096105055953,-2.4089947767101436
14,0,14,1953,2901,-1298,0.9625309109687805,-0.4621281926239258,0.739674570701269,-1.1658744295935
12,0,12,1911,2091,-659,0.9996312856674194,-0.49985294304220546,0.012125812634447033,-0.5919192982296737
11,0,11,3024,2064,-767,0.9998058676719666,0.49985294304220546,-0.012125812634447033,-0.6889257993052499
13,0,13,3149,2927,-1538,0.9860774278640747,0.6121289859537521,0.7630279876268706,-1.3814444319836694
15,0,15,2246,2795,-3116,0.9638245105743408,-0.19895314803926056,0.6444644863122775,-2.7988171976990337
19,0,19,2033,2636,-3443,0.9154658913612366,-0.390271525160536,0.5016493597287902,-3.0925313259556395
24,0,24,2152,3832,-71,0.9994096755981445,-0.2833847323087436,1.575906538306468,-0.06377279237375846
23,0,23,2782,3856,73,0.9994712471961975,0.28248652396545126,1.597463538545485,0.06556920906034322
26,0,26,2303,5206,-195,0.9883778691291809,-0.1477552724715953,2.8100448019901885,-0.1751506269420127
25,0,25,2852,5109,-1904,0.9894976615905762,0.34536110799591735,2.722918592690828,-1.7101886856286779
26,0,26,2303,5206,-195,0.9883778691291809,-0.1477552724715953,2.8100448019901885,-0.1751506269420127
28,0,28,2464,6371,1697,0.9854828119277954,-0.0031437292015233046,3.8564575219258024,1.5242595585671566
32,0,32,2382,6839,326,0.9729631543159485,-0.07679681335149788,4.276819026586633,0.2928159199133135
27,0,27,1962,6064,762,0.9599428176879883,-0.4540443175342944,3.580707560535044,0.684434757588788
31,0,31,1955,6676,-306,0.9491307139396667,-0.46033177593734104,4.130411066629977,-0.27485175304746606
