,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,427,172,-179,0.9979199767112732,-0.24192149875671165,-0.7741487960214773,-0.9623099617211419
7,0,7,459,179,-497,0.9996364116668701,-0.06988843297416114,-0.7365165628815444,-2.6718885529352376
20,0,20,230,418,-451,0.937908947467804,-1.3010000599805382,0.5483553971818798,-2.424591020872821
16,0,16,258,458,-328,0.9593188166618347,-1.1504711274208066,0.7633967294100679,-1.7633389242711428
14,0,14,354,493,118,0.711814284324646,-0.6343719300731551,0.9515578951097325,0.6343719300731551
12,0,12,379,317,92,0.9989122152328491,-0.4999710974305374,0.005376033305704703,0.49459506412483273
11,0,11,565,315,-468,0.9998737573623657,0.4999710974305374,-0.005376033305704703,-2.515983587069801
13,0,13,716,445,-512,0.9987560510635376,1.3117521265919476,0.6935082964359067,-2.752529052520808
15,0,15,573,554,-575,0.9921363592147827,0.5429793638761751,1.2794959267577195,-3.0912191507802045
19,0,19,539,577,-649,0.9697615504264832,0.36019423148221513,1.4031446927889277,-3.4890456154023526
24,0,24,394,664,157,0.9961448907852173,-0.4193305978449669,1.8708595903852367,0.8440372289956385
23,0,23,508,667,-158,0.9937213659286499,0.19353719900536934,1.886987690302351,-0.8494132623013432
26,0,26,340,918,169,0.9878137111663818,-0.7096363963530209,3.2363720500342317,0.9085496286640949
25,0,25,499,919,-82,0.992651641368866,0.145152899254027,3.241748083339936,-0.4408347310677857
26,0,26,340,918,169,0.9878137111663818,-0.7096363963530209,3.2363720500342317,0.9085496286640949
28,0,28,337,1153,458,0.9894037246704102,-0.725764496270135,4.499739876874837,2.462223254012754
32,0,32,237,1217,257,0.9836556911468506,-1.2633678268406054,4.8438060084399375,1.3816405595661088
27,0,27,498,1151,232,0.9870628714561462,0.13977686594832228,4.488987810263428,1.2472397269234912
31,0,31,464,1233,-32,0.9752232432365417,-0.04300826644563763,4.929822541331213,-0.1720330657825505
