,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,314,289,-372,0.9998875856399536,-0.3198288901756874,-0.4340534938098614,-1.4163850850637583
7,0,7,396,248,-351,0.9998952150344849,-0.007614973575611604,-0.5901604521098993,-1.3364278625198365
20,0,20,387,413,-1197,0.984863817691803,-0.04188235466586382,0.03807486787805802,-4.557561685003545
16,0,16,398,493,-1117,0.9951086640357971,0.0,0.3426738109025222,-4.252962741979081
14,0,14,324,658,-611,0.9883540868759155,-0.28175402229762936,0.9709091308904795,-2.326374427349345
12,0,12,275,449,-263,0.9995297193527222,-0.46832087490011365,0.1751443922390669,-1.001369025192926
11,0,11,521,357,-133,0.9998891353607178,0.46832087490011365,-0.1751443922390669,-0.5063957427781717
13,0,13,685,468,-427,0.9934131503105164,1.0927487081002651,0.24748664120737712,-1.6257968583930775
15,0,15,667,316,-926,0.9931941032409668,1.0242139459197608,-0.33125135053910476,-3.5257327655081725
19,0,19,653,249,-1008,0.9760897159576416,0.9709091308904795,-0.5863529653220935,-3.837946682108248
24,0,24,394,803,1,0.9990180730819702,-0.015229947151223208,1.5229947151223209,0.003807486787805802
23,0,23,541,783,0,0.9992007613182068,0.5444706106562297,1.4468449793662048,0.0
26,0,26,397,1079,-25,0.9914975762367249,-0.003807486787805802,2.573861068556722,-0.09518716969514505
25,0,25,627,1056,-131,0.9904162883758545,0.8719144744075287,2.4862888724371888,-0.49878076920256004
26,0,26,397,1079,-25,0.9914975762367249,-0.003807486787805802,2.573861068556722,-0.09518716969514505
28,0,28,444,1321,404,0.9830012321472168,0.1751443922390669,3.495272871205726,1.538224662273544
32,0,32,399,1426,159,0.9715259671211243,0.003807486787805802,3.8950589839253356,0.6053903992611225
27,0,27,587,1303,339,0.9758470058441162,0.7196150028952966,3.4267381090252216,1.2907380210661668
31,0,31,627,1419,94,0.9610644578933716,0.8719144744075287,3.868406576410695,0.35790375805374536
