,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,236,95,-48,0.9996374845504761,-0.14147911460452756,-0.660235868154462,-0.3233808333817773
7,0,7,274,98,-121,0.9998063445091248,0.1145307118227128,-0.6400245660681009,-0.8151891841498969
20,0,20,237,117,430,0.1416107416152954,-0.13474201390907387,-0.5120196528544807,2.896953299045088
16,0,16,214,110,423,0.41293346881866455,-0.2896953299045088,-0.5591793577226566,2.849793594176912
14,0,14,117,105,164,0.9900403618812561,-0.9431940973635171,-0.592864861199925,1.1048845140544057
12,0,12,185,175,32,0.9996782541275024,-0.48507125007266594,-0.12126781251816648,0.21558722225451818
11,0,11,329,211,-58,0.9995896220207214,0.48507125007266594,0.12126781251816648,-0.3907518403363142
13,0,13,365,324,-40,0.9763833284378052,0.7276068751089989,0.8825601911044338,-0.26948402781814773
15,0,15,327,408,-78,0.8063179850578308,0.47159704868175856,1.448476649522544,-0.5254938542453881
19,0,19,305,421,-146,0.7333944439888,0.3233808333817773,1.536058958563442,-0.9836167015362393
24,0,24,207,431,11,0.9998332262039185,-0.3368550347726847,1.6034299655179791,0.07410810764999062
23,0,23,294,429,-11,0.9996178150177002,0.24927272573178666,1.5899557641270716,-0.07410810764999062
26,0,26,204,609,-13,0.9962218999862671,-0.35706633685904576,2.8026338893087366,-0.08758230904089802
25,0,25,323,603,-10,0.9948474168777466,0.4446486458999438,2.7622112851360145,-0.06737100695453693
26,0,26,204,609,-13,0.9962218999862671,-0.35706633685904576,2.8026338893087366,-0.08758230904089802
28,0,28,186,773,190,0.997032880783081,-0.47833414937721225,3.907518403363142,1.2800491321362018
32,0,32,137,825,-5,0.9955751895904541,-0.8084520834544432,4.257847639526735,-0.033685503477268466
27,0,27,345,767,182,0.9960941672325134,0.592864861199925,3.86709579919042,1.2261523265725722
31,0,31,374,828,-20,0.994394063949585,0.7882407813680822,4.278058941613096,-0.13474201390907387
