,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,200,69,-209,0.9998177886009216,-0.23449520809093458,-0.46899041618186915,-1.7821635814911028
7,0,7,240,60,-210,0.999933123588562,0.1065887309504248,-0.545734302466175,-1.7906906799671367
20,0,20,103,79,-529,0.9919690489768982,-1.061623760266231,-0.3837194314215293,-4.510835093821978
16,0,16,101,110,-488,0.9981648325920105,-1.078677957218299,-0.11937937866447579,-4.161224056304585
14,0,14,99,191,-240,0.9987905621528625,-1.095732154170367,0.571315597894277,-2.046503634248156
12,0,12,169,128,-110,0.99980229139328,-0.49883526084798807,0.03410839390413594,-0.9379808323637383
11,0,11,286,120,-113,0.9999567270278931,0.49883526084798807,-0.03410839390413594,-0.9635621277918403
13,0,13,312,206,-39,0.9962473511695862,0.7205398212248717,0.6992220750347867,-0.3325568405653254
15,0,15,319,287,-101,0.9963059425354004,0.7802295105571095,1.3899170515935395,-0.8612369460794325
19,0,19,313,310,-145,0.9874565005302429,0.7290669197009056,1.5860403165423211,-1.2364292790249278
24,0,24,204,297,1,0.9993477463722229,-0.20038681418679863,1.4751880363538794,0.008527098476033985
23,0,23,267,294,-1,0.9988375306129456,0.3368203898033424,1.4496067409257773,-0.008527098476033985
26,0,26,205,426,-58,0.9651054739952087,-0.19185971571076466,2.5751837397622634,-0.4945717116099711
25,0,25,265,401,-95,0.9745511412620544,0.3197661928512744,2.3620062778614135,-0.8100743552232286
26,0,26,205,426,-58,0.9651054739952087,-0.19185971571076466,2.5751837397622634,-0.4945717116099711
28,0,28,205,548,122,0.9467756152153015,-0.19185971571076466,3.615489753838409,1.0403060140761462
32,0,32,216,584,-24,0.9088665246963501,-0.09806163247439081,3.922465298975633,-0.20465036342481563
27,0,27,259,479,268,0.8713961243629456,0.2686036019950705,3.0271199589920643,2.285262391577108
31,0,31,259,537,195,0.8892471194267273,0.2686036019950705,3.5216916706020354,1.6627842028266269
