,id,x_px,y_px,z_px,visibility,x,y,z
8,8,198,8,755,0.9979198575019836,0.406570841889117,0.007462686567164179,0.4196775986659255
7,7,230,15,244,0.9996364116668701,0.4722792607802875,0.013992537313432836,0.1356309060589216
20,20,3,254,318,0.9379091858863831,0.006160164271047228,0.23694029850746268,0.17676486937187327
16,16,29,294,515,0.9593190550804138,0.059548254620123205,0.27425373134328357,0.28627015008337964
14,14,128,329,1232,0.7118166089057922,0.26283367556468173,0.3069029850746269,0.6848249027237354
12,12,151,153,1190,0.9989122152328491,0.31006160164271046,0.14272388059701493,0.6614785992217899
11,11,335,151,290,0.9998736381530762,0.6878850102669405,0.14085820895522388,0.16120066703724292
13,13,487,281,219,0.998755931854248,1.0,0.2621268656716418,0.1217342968315731
15,15,344,390,119,0.9921362400054932,0.7063655030800822,0.36380597014925375,0.06614785992217899
19,19,310,412,0,0.9697608947753906,0.6365503080082136,0.3843283582089552,0.0
24,24,166,500,1295,0.9961448907852173,0.3408624229979466,0.4664179104477612,0.7198443579766537
23,23,279,503,789,0.9937213659286499,0.5728952772073922,0.46921641791044777,0.4385769872151195
26,26,112,754,1313,0.9878132343292236,0.2299794661190965,0.7033582089552238,0.7298499166203446
25,25,270,755,911,0.9926514029502869,0.5544147843942505,0.7042910447761194,0.5063924402445803
26,26,112,754,1313,0.9878132343292236,0.2299794661190965,0.7033582089552238,0.7298499166203446
28,28,109,989,1778,0.989403486251831,0.22381930184804927,0.9225746268656716,0.9883268482490273
32,32,7,1054,1455,0.983655571937561,0.014373716632443531,0.9832089552238806,0.8087826570316843
27,27,269,987,1414,0.9870625138282776,0.5523613963039015,0.9207089552238806,0.7859922178988327
31,31,234,1072,990,0.9752228856086731,0.4804928131416838,1.0,0.5503057254030017
