,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,180,76,-92,0.999830961227417,-0.280901428398289,-0.5046703628850617,-0.8760315733099184
7,0,7,220,71,-140,0.9999525547027588,0.09998186434515373,-0.5522807744779921,-1.3330915246020496
20,0,20,154,131,-379,0.8579292893409729,-0.5284755686815269,0.01904416463717214,-3.60886919874412
16,0,16,153,159,-335,0.9176368713378906,-0.5379976510001129,0.28566246955758207,-3.189897576726333
14,0,14,149,218,-62,0.8068498373031616,-0.5760859802744572,0.8474653263541602,-0.5903691037523363
12,0,12,157,128,43,0.9998565912246704,-0.49990932172576863,-0.00952208231858607,0.409449539699201
11,0,11,262,130,-98,0.9999744892120361,0.49990932172576863,0.00952208231858607,-0.9331640672214347
13,0,13,263,229,-202,0.9890351891517639,0.5094314040443547,0.9522082318586069,-1.923460628354386
15,0,15,217,166,-362,0.9796920418739319,0.07141561738939552,0.3523170457876846,-3.446993799328157
19,0,19,211,133,-393,0.956955075263977,0.014283123477879104,0.03808832927434428,-3.742178351204325
24,0,24,187,293,64,0.9994671940803528,-0.21424685216818656,1.5616215002481153,0.6094132683895085
23,0,23,241,293,-64,0.999794065952301,0.2999455930354612,1.5616215002481153,-0.6094132683895085
26,0,26,203,417,129,0.947253406047821,-0.06189353507080945,2.742359707752788,1.228348619097603
25,0,25,246,424,-106,0.995470404624939,0.34755600462839153,2.8090142839828904,-1.0093407257701235
26,0,26,203,417,129,0.947253406047821,-0.06189353507080945,2.742359707752788,1.228348619097603
28,0,28,217,512,343,0.9574466943740845,0.07141561738939552,3.6469575280184645,3.266074235275022
32,0,32,183,558,241,0.9661072492599487,-0.25233518144253086,4.084973314673424,2.2948218387792427
27,0,27,238,547,11,0.9898126721382141,0.271379346079703,3.980230409168977,0.10474290550444676
31,0,31,207,587,-149,0.9833835959434509,-0.023805205796465174,4.36111370191242,-1.4187902654693243
