,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,186,108,-203,0.9999990463256836,-0.1311431355504948,-0.7253854685136744,-1.6638785322969027
7,0,7,233,102,-146,0.9999877214431763,0.2540898251290837,-0.7745641443451099,-1.196681111898265
20,0,20,172,431,-333,0.9778412580490112,-0.24589337915717774,1.9220665804119395,-2.729416508644673
16,0,16,149,407,-280,0.9931911826133728,-0.434411636511014,1.725351877086197,-2.295004872133659
14,0,14,103,308,-177,0.997956395149231,-0.8114481512186865,0.9139037258675106,-1.4507709370273487
12,0,12,141,197,-150,0.999985933303833,-0.4999832042862614,0.004098222985952963,-1.2294668957858887
11,0,11,263,196,30,0.999957799911499,0.4999832042862614,-0.004098222985952963,0.24589337915717774
13,0,13,329,261,-8,0.9716411828994751,1.0409486384320525,0.5286707651879321,-0.0655715677752474
15,0,15,410,220,-310,0.9951865077018738,1.7048607621564325,0.19261648033978923,-2.540898251290837
19,0,19,432,200,-397,0.9891951084136963,1.8851825735383627,0.028687560901670735,-3.253989050846652
24,0,24,183,421,-83,0.9995112419128418,-0.15573247346621258,1.84010212069288,-0.6803050156681918
23,0,23,245,418,83,0.9993898868560791,0.35244717679195475,1.8155127827771624,0.6803050156681918
26,0,26,176,567,-26,0.9913971424102783,-0.21310759526955406,3.0367832325911452,-0.21310759526955406
25,0,25,250,562,163,0.9054674506187439,0.3934294066514844,2.9958010027316155,1.3360206934206658
26,0,26,176,567,-26,0.9913971424102783,-0.21310759526955406,3.0367832325911452,-0.21310759526955406
28,0,28,174,709,167,0.9837499260902405,-0.22950048721336588,4.200678560601786,1.3688064773082895
32,0,32,211,764,6,0.9740981459617615,0.07376801374715332,4.651483089056613,0.04917867583143555
27,0,27,202,686,371,0.9532008767127991,0.0,4.01216030324795,3.040881455577098
31,0,31,241,742,249,0.9601563811302185,0.31966139290433104,4.471161277674682,2.0409150470045754
