,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,728,196,-81,0.9639098644256592,-0.18814417367671946,-0.45624962116604467,-0.38099195169535693
7,0,7,814,195,-18,0.9705722332000732,0.2163657997282274,-0.4609532255079627,-0.08466487815452375
20,0,20,752,198,-1542,0.8142415285110474,-0.07525766947068778,-0.44684241248220874,-7.252957895237535
16,0,16,745,237,-1448,0.8708200454711914,-0.1081828998641137,-0.2634018431474072,-6.8108190870972445
14,0,14,676,331,-898,0.890854001045227,-0.4327315994564548,0.1787369649928835,-4.2238366990423515
12,0,12,662,301,-128,0.973622739315033,-0.4985820602433066,0.03762883473534389,-0.6020613557655022
11,0,11,874,285,-23,0.9734800457954407,0.4985820602433066,-0.03762883473534389,-0.1081828998641137
13,0,13,870,308,-814,0.5461533069610596,0.4797676428756346,0.0705540651287698,-3.828733934321241
15,0,15,848,227,-1542,0.686745285987854,0.3762883473534389,-0.3104378865665871,-7.252957895237535
19,0,19,816,198,-1674,0.6615371704101562,0.22577300841206335,-0.44684241248220874,-7.873833668370709
24,0,24,715,535,0,0.9939621090888977,-0.2492910301216533,1.1382722507441527,0.0
23,0,23,847,533,0,0.9952379465103149,0.37158474301152095,1.1288650420603168,0.0
26,0,26,723,715,-15,0.9541252255439758,-0.2116621953863094,1.9849210322893902,-0.0705540651287698
25,0,25,853,714,-30,0.9468745589256287,0.39980636906302885,1.9802174279474722,-0.1411081302575396
26,0,26,723,715,-15,0.9541252255439758,-0.2116621953863094,1.9849210322893902,-0.0705540651287698
28,0,28,742,891,252,0.9103390574455261,-0.12229371288986765,2.812755396466956,1.1853082941633326
32,0,32,745,956,-116,0.8525639176368713,-0.1081828998641137,3.118489678691625,-0.5456181036624864
27,0,27,829,886,271,0.9295623898506165,0.28691986485699716,2.789237374757366,1.2746767766597744
31,0,31,856,951,-83,0.881575882434845,0.4139171820887828,3.094971656982035,-0.39039916037919287
