,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,450,512,744,0.9946165680885315,-0.09793274225350522,-0.5099256579406651,5.024962774938475
7,0,7,476,521,944,0.987697422504425,0.07767079558036621,-0.4491398179212481,6.375759219814409
20,0,20,564,323,-78,0.9980113506317139,0.6720212313257772,-1.7864282983484228,-0.5268106135016143
16,0,16,538,407,-52,0.9991313815116882,0.4964176934919058,-1.2190937915005304,-0.35120707566774284
14,0,14,441,515,59,0.9889113903045654,-0.15871858227292224,-0.4896637112675261,0.39848495123840055
12,0,12,395,562,474,0.9999232292175293,-0.4694017645943871,-0.17222654672168158,3.2013875743559637
11,0,11,534,613,912,0.9989808201789856,0.4694017645943871,0.17222654672168158,6.159631788634259
13,0,13,644,581,705,0.3735864758491516,1.2123398092761508,-0.043900884458467855,4.761557468187667
15,0,15,684,425,538,0.7638825178146362,1.4824990982513375,-1.0975221114616964,3.6336424367162627
19,0,19,679,374,518,0.6242930293083191,1.4487291871294392,-1.4419752049050596,3.498562792228669
24,0,24,413,801,-126,0.999992847442627,-0.34783008455555303,1.4419752049050596,-0.8510017602718385
23,0,23,538,822,126,0.9999924898147583,0.4964176934919058,1.5838088316170327,0.8510017602718385
26,0,26,307,1013,-607,0.8052834868431091,-1.0637522003397981,2.87381943647355,-4.09966721019846
25,0,25,734,997,-383,0.8708572387695312,1.820198209470321,2.765755720883475,-2.586775191937414
26,0,26,307,1013,-607,0.8052834868431091,-1.0637522003397981,2.87381943647355,-4.09966721019846
28,0,28,244,1256,-780,0.5118198990821838,-1.4892530804757174,4.515037116997809,-5.268106135016143
32,0,32,192,1310,-1103,0.8932421207427979,-1.8404601561434601,4.879752157114312,-7.449642393490777
27,0,27,787,1279,-545,0.4697915315628052,2.1781592673624437,4.670378708158542,-3.6809203122869203
31,0,31,899,1353,-838,0.8936805725097656,2.9346052764929667,5.170173392762638,-5.659837104030164
