,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,558,233,-38,0.9992744326591492,-0.27231618812289266,-0.7198619233857336,-0.1799654808464334
7,0,7,624,238,-332,0.9995501637458801,0.04025543650512326,-0.6961822548533082,-1.5723299905530497
20,0,20,539,311,-670,0.8314632177352905,-0.36229892854610934,-0.35045909427989663,-3.17307558334501
16,0,16,510,369,-614,0.9167971014976501,-0.49964100603417694,-0.07577493930376143,-2.907863295781845
14,0,14,409,509,-149,0.8814091682434082,-0.977970310389171,0.5872557796041511,-0.7056541222662783
12,0,12,510,381,69,0.9993283748626709,-0.49964100603417694,-0.018943734825940358,0.32677942574747115
11,0,11,721,389,-257,0.9983951449394226,0.49964100603417694,0.018943734825940358,-1.217134962566668
13,0,13,611,549,-361,0.919637143611908,-0.021311701679182903,0.7766931278635547,-1.7096720680411173
15,0,15,566,371,-342,0.961331307888031,-0.23442871847101193,-0.06630307189079125,-1.6196893276179005
19,0,19,598,300,-390,0.9282829165458679,-0.08287883986348907,-0.4025543650512326,-1.8470141455291849
24,0,24,471,777,51,0.999462902545929,-0.6843424205870955,1.8564860129421552,0.24153261903073955
23,0,23,604,792,-51,0.9983595013618469,-0.05446323762457853,1.9275250185394315,-0.24153261903073955
26,0,26,430,1066,153,0.9972373247146606,-0.8785157025529841,3.225170854116346,0.7245978570922187
25,0,25,596,1073,99,0.9939029216766357,-0.09235070727645925,3.2583223900617417,0.46885743694202386
26,0,26,430,1066,153,0.9972373247146606,-0.8785157025529841,3.225170854116346,0.7245978570922187
28,0,28,442,1319,409,0.9948937892913818,-0.8216844980751631,4.423362081857074,1.9369968859524016
32,0,32,393,1422,195,0.990704357624054,-1.0537452496929325,4.911163253625038,0.9235070727645924
27,0,27,581,1320,392,0.9920291304588318,-0.16338971287373558,4.428098015563559,1.8564860129421552
31,0,31,602,1429,138,0.9862120151519775,-0.0639351050375487,4.944314789570433,0.6535588514949423
