,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,420,253,-836,0.9999891519546509,0.07290840498359724,-0.5804630704463318,-4.688571274329791
7,0,7,458,233,-620,0.9999525547027588,0.2860252810894968,-0.6926298473441738,-3.477170083833099
20,0,20,341,580,-1290,0.8044822812080383,-0.3701503637628783,1.2534637318333832,-7.234757109910802
16,0,16,296,587,-1218,0.8695379495620728,-0.6225256117830226,1.292722103747628,-6.830956713078572
14,0,14,179,524,-999,0.9768986105918884,-1.2787012566353977,0.9393967565194259,-5.602730506047203
12,0,12,321,380,-764,0.9999330043792725,-0.4823171406607202,0.13179596285496423,-4.284770877497561
11,0,11,493,333,-381,0.9999920129776001,0.4823171406607202,-0.13179596285496423,-2.136777099903888
13,0,13,653,335,-362,0.992689311504364,1.3796513558434553,-0.12057928516518004,-2.0302186618509386
15,0,15,794,328,-523,0.9870571494102478,2.170427132973241,-0.1598376570794247,-2.933161215878566
19,0,19,832,308,-624,0.9811952114105225,2.38354400907914,-0.2720044339772666,-3.499603439212667
24,0,24,331,746,-147,0.9994648098945618,-0.4262337522117992,2.184447980085471,-0.824425810199138
23,0,23,412,759,146,0.9998027682304382,0.028041694224460473,2.2573563850690683,0.8188174713542459
26,0,26,461,848,-405,0.9045957922935486,0.30285029762417315,2.7564985422644646,-2.2713772321812984
25,0,25,515,1026,124,0.6095455884933472,0.6057005952483463,3.7547828566552575,0.6954340167666198
26,0,26,461,848,-405,0.9045957922935486,0.30285029762417315,2.7564985422644646,-2.2713772321812984
28,0,28,376,1110,-20,0.8811798095703125,-0.17385850419165494,4.225883319626194,-0.1121667768978419
32,0,32,411,1186,-74,0.8804149627685547,0.02243335537956838,4.652117071837993,-0.41501707452201503
27,0,27,453,1289,387,0.7660250067710876,0.25798358686503636,5.229775972861878,2.170427132973241
31,0,31,513,1414,274,0.7921366095542908,0.5944839175585621,5.93081832847339,1.536684843500434
