,id,x_px,y_px,z_px,visibility,x,y,z
8,8,75,20,486,0.9999717473983765,0.28517110266159695,0.023781212841854936,0.30018529956763434
7,7,139,6,370,0.9999886751174927,0.5285171102661597,0.007134363852556481,0.2285361334156887
20,20,49,394,200,0.9060445427894592,0.18631178707224336,0.4684898929845422,0.12353304508956146
16,16,26,371,411,0.9442372918128967,0.09885931558935361,0.441141498216409,0.25386040765904877
14,14,0,262,872,0.9567182660102844,0.0,0.31153388822829964,0.5386040765904879
12,12,34,136,784,0.9999467134475708,0.12927756653992395,0.16171224732461356,0.4842495367510809
11,11,228,133,572,0.9999889135360718,0.8669201520912547,0.1581450653983353,0.3533045089561458
13,13,263,272,619,0.9975268244743347,1.0,0.3234244946492271,0.3823347745521927
15,15,214,374,255,0.9909928441047668,0.8136882129277566,0.4447086801426873,0.15750463248919086
19,19,183,392,48,0.9791277050971985,0.6958174904942965,0.4661117717003567,0.02964793082149475
24,24,70,402,1094,0.9997609257698059,0.2661596958174905,0.4780023781212842,0.6757257566399012
23,23,173,405,924,0.9997743964195251,0.6577946768060836,0.4815695600475624,0.5707226683137739
26,26,53,602,1127,0.9933465719223022,0.20152091254752852,0.7158145065398336,0.6961087090796788
25,25,167,606,903,0.9949203133583069,0.6349809885931559,0.7205707491082045,0.55775169857937
26,26,53,602,1127,0.9933465719223022,0.20152091254752852,0.7158145065398336,0.6961087090796788
28,28,77,778,1599,0.9933643341064453,0.29277566539923955,0.925089179548157,0.9876466954910439
32,32,18,841,1220,0.9894910454750061,0.06844106463878327,1.0,0.7535515750463249
27,27,154,778,1389,0.994471549987793,0.5855513307984791,0.925089179548157,0.8579369981470043
31,31,168,841,949,0.9897398948669434,0.6387832699619772,1.0,0.5861642989499691
