,id,x_px,y_px,z_px,visibility,x,y,z
0,0,301,371,-682,0.9996976852416992,0.05172413793103448,0.05013673655423884,0.28583061889250816
7,7,360,316,-696,0.9996850490570068,0.19704433497536947,0.0,0.28013029315960913
8,8,321,333,-484,0.9995086789131165,0.10098522167487685,0.015496809480401094,0.36644951140065146
11,11,565,372,-532,0.999988853931427,0.7019704433497537,0.05104831358249772,0.3469055374592834
12,12,390,444,-343,0.999950647354126,0.270935960591133,0.11668185961713765,0.4238599348534202
13,13,686,371,-883,0.91338711977005,1.0,0.05013673655423884,0.20399022801302932
14,14,304,616,-550,0.16155581176280975,0.059113300492610835,0.27347310847766637,0.33957654723127034
15,15,639,384,-1282,0.8668897747993469,0.8842364532019704,0.06198723792160438,0.041530944625407164
16,16,306,467,-1044,0.3325132131576538,0.06403940886699508,0.13764813126709208,0.13843648208469056
19,19,616,413,-1379,0.8399292230606079,0.8275862068965517,0.08842297174111212,0.002035830618892508
20,20,320,429,-1188,0.447024941444397,0.09852216748768473,0.10300820419325434,0.07980456026058631
23,23,556,769,17,0.9999415278434753,0.6798029556650246,0.41294439380127623,0.5704397394136808
24,24,427,758,-17,0.9998979568481445,0.3620689655172414,0.4029170464904284,0.5565960912052117
25,25,541,1017,380,0.877545952796936,0.6428571428571429,0.6390154968094804,0.7182410423452769
26,26,450,1014,-383,0.7935950756072998,0.4187192118226601,0.6362807657247037,0.40757328990228014
27,27,552,1141,1016,0.8681759834289551,0.6699507389162561,0.7520510483135825,0.9771986970684039
28,28,425,1309,-456,0.8955640196800232,0.35714285714285715,0.9051959890610757,0.3778501628664495
31,31,503,1242,1008,0.8660491704940796,0.5492610837438424,0.8441203281677302,0.9739413680781759
32,32,509,1413,-687,0.916773796081543,0.5640394088669951,1.0,0.28379478827361565
