,id,x_px,y_px,z_px,visibility,x,y,z
0,0,133,15,344,0.9997932314872742,0.4618055555555556,0.04451038575667656,0.563011456628478
7,7,162,4,514,0.9998103976249695,0.5625,0.011869436201780416,0.8412438625204582
8,8,104,6,548,0.9998549222946167,0.3611111111111111,0.017804154302670624,0.8968903436988543
11,11,222,89,543,0.9999165534973145,0.7708333333333334,0.26409495548961426,0.8887070376432079
12,12,60,87,606,0.9999598264694214,0.20833333333333334,0.258160237388724,0.9918166939443536
13,13,247,219,395,0.8372995853424072,0.8576388888888888,0.6498516320474778,0.646481178396072
14,14,38,206,441,0.8117204308509827,0.13194444444444445,0.6112759643916914,0.7217675941080196
15,15,162,156,167,0.8560895919799805,0.5625,0.4629080118694362,0.2733224222585925
16,16,126,151,142,0.9622161388397217,0.4375,0.44807121661721067,0.23240589198036007
19,19,155,121,133,0.8569620847702026,0.5381944444444444,0.3590504451038576,0.2176759410801964
20,20,129,118,103,0.951184868812561,0.4479166666666667,0.35014836795252224,0.1685761047463175
23,23,195,232,601,0.9999408721923828,0.6770833333333334,0.6884272997032641,0.983633387888707
24,24,103,256,611,0.9999657869338989,0.3576388888888889,0.7596439169139466,1.0
25,25,288,279,99,0.9933504462242126,1.0,0.827893175074184,0.16202945990180032
26,26,0,253,0,0.9927627444267273,0.0,0.7507418397626113,0.0
27,27,106,326,353,0.8066356778144836,0.3680555555555556,0.9673590504451038,0.5777414075286416
28,28,183,326,261,0.8082963824272156,0.6354166666666666,0.9673590504451038,0.42716857610474634
31,31,21,320,278,0.8636110424995422,0.07291666666666667,0.9495548961424333,0.45499181669394434
32,32,259,337,186,0.8346424102783203,0.8993055555555556,1.0,0.3044189852700491
