,id,x_px,y_px,z_px,visibility,x,y,z
0,0,179,34,0,0.9999237060546875,0.5424242424242425,0.0648854961832061,0.0
7,7,206,40,122,0.9998045563697815,0.6242424242424243,0.07633587786259542,0.2332695984703633
8,8,176,30,144,0.9996070265769958,0.5333333333333333,0.05725190839694656,0.27533460803059273
11,11,219,125,169,0.9998302459716797,0.6636363636363637,0.2385496183206107,0.3231357552581262
12,12,118,77,208,0.9998651742935181,0.3575757575757576,0.14694656488549618,0.3977055449330784
13,13,228,208,171,0.9473723769187927,0.6909090909090909,0.3969465648854962,0.32695984703632885
14,14,47,75,192,0.9824588298797607,0.14242424242424243,0.1431297709923664,0.367112810707457
15,15,301,223,78,0.9345968961715698,0.9121212121212121,0.4255725190839695,0.1491395793499044
16,16,9,20,63,0.9921197891235352,0.02727272727272727,0.03816793893129771,0.12045889101338432
19,19,330,221,26,0.9153128266334534,1.0,0.4217557251908397,0.0497131931166348
20,20,7,0,8,0.9867827892303467,0.021212121212121213,0.0,0.015296367112810707
23,23,176,258,197,0.999953031539917,0.5333333333333333,0.49236641221374045,0.37667304015296366
24,24,122,255,189,0.9999735355377197,0.3696969696969697,0.4866412213740458,0.361376673040153
25,25,166,370,289,0.8366434574127197,0.503030303030303,0.7061068702290076,0.5525812619502868
26,26,148,375,105,0.9703540802001953,0.4484848484848485,0.7156488549618321,0.20076481835564053
27,27,144,450,508,0.8587523102760315,0.43636363636363634,0.8587786259541985,0.97131931166348
28,28,177,486,177,0.9737106561660767,0.5363636363636364,0.9274809160305344,0.3384321223709369
31,31,154,497,447,0.843329668045044,0.4666666666666667,0.9484732824427481,0.8546845124282982
32,32,165,524,70,0.9573872685432434,0.5,1.0,0.1338432122370937
