,person_id,id,x_px,y_px,z_px,visibility,x,y,z
8,0,8,130,40,21,0.9996775388717651,-0.5870878393797141,-0.6883098806520787,0.4251325733439309
7,0,7,139,37,-102,0.9999595880508423,-0.404888165089458,-0.7490431054154973,-2.064929641956236
20,0,20,69,119,290,0.930936872959137,-1.8219967429025612,0.9109983714512806,5.870878393797141
16,0,16,85,125,296,0.9547335505485535,-1.4980862108309947,1.032464820978118,5.992344843323979
14,0,14,124,126,261,0.7426807880401611,-0.7085542889065516,1.0527092292325908,5.283790554417427
12,0,12,136,83,125,0.9996008276939392,-0.4656213898528767,0.1821996742902561,2.5305510318091127
11,0,11,182,65,-148,0.9999986886978149,0.4656213898528767,-0.1821996742902561,-2.9961724216619894
13,0,13,221,119,-199,0.9994645714759827,1.25515331177732,0.9109983714512806,-4.028637242640107
15,0,15,191,170,-238,0.9990686774253845,0.6478210641431328,1.9434631924293986,-4.818169164564551
19,0,19,176,180,-270,0.9964479207992554,0.3441549403260393,2.1459072749741277,-5.465990228707684
24,0,24,162,198,80,0.9989945292472839,0.060733224763418706,2.51030662355464,1.619552660357832
23,0,23,189,199,-80,0.999537467956543,0.607332247634187,2.5305510318091127,-1.619552660357832
26,0,26,165,274,104,0.7726590633392334,0.12146644952683741,4.048881650894581,2.1054184584651816
25,0,25,187,282,-63,0.9537613987922668,0.5668434311252413,4.210836916930363,-1.2753977200317927
26,0,26,165,274,104,0.7726590633392334,0.12146644952683741,4.048881650894581,2.1054184584651816
28,0,28,171,349,174,0.7928428649902344,0.24293289905367482,5.567212269980048,3.522527036278285
32,0,32,134,368,130,0.8614307045936584,-0.5061102063618226,5.951856026815033,2.6317730730814772
27,0,27,180,362,6,0.9372161030769348,0.4251325733439309,5.830389577288195,0.12146644952683741
31,0,31,150,380,-56,0.9316900968551636,-0.1821996742902561,6.194788925868708,-1.1336868622504825
