,id,x_px,y_px,z_px,visibility,x,y,z
0,0,95,37,563,0.9998989105224609,0.25132275132275134,0.03652517275419546,0.22314704716607214
7,7,108,4,903,0.9998977184295654,0.2857142857142857,0.003948667324777887,0.3579072532699168
8,8,32,45,871,0.999794065952301,0.08465608465608465,0.044422507403751234,0.3452239397542608
11,11,231,97,1121,0.9999741315841675,0.6111111111111112,0.09575518262586377,0.44431232659532305
12,12,0,187,1068,0.9998892545700073,0.0,0.18460019743336623,0.4233055885850178
13,13,378,228,844,0.974978506565094,1.0,0.2250740375123396,0.3345223939754261
14,14,14,371,788,0.9571281671524048,0.037037037037037035,0.36623889437314905,0.31232659532302814
15,15,341,83,211,0.9945089221000671,0.9021164021164021,0.08193484698914116,0.08363059849385653
16,16,43,370,169,0.9934436082839966,0.11375661375661375,0.36525172754195456,0.06698374950455807
19,19,310,29,44,0.9925157427787781,0.8201058201058201,0.028627838104639685,0.01743955608402695
20,20,45,342,0,0.991844117641449,0.11904761904761904,0.3376110562685094,0.0
23,23,256,479,1426,0.9999102354049683,0.6772486772486772,0.472852912142152,0.5652001585414189
24,24,118,484,1414,0.9998432397842407,0.31216931216931215,0.4777887462981244,0.560443915973048
25,25,340,720,1343,0.9973884224891663,0.8994708994708994,0.7107601184600197,0.5323028141101863
26,26,51,687,1598,0.9738571643829346,0.1349206349206349,0.6781836130306022,0.6333729686880698
27,27,348,907,1936,0.9961819648742676,0.9206349206349206,0.8953603158933859,0.7673404676971859
28,28,39,792,2446,0.969713568687439,0.10317460317460317,0.7818361303060217,0.9694807768529529
31,31,375,1013,1695,0.9932239055633545,0.9920634920634921,1.0,0.6718192627824019
32,32,13,887,2324,0.9511725902557373,0.03439153439153439,0.8756169792694966,0.9211256440745145
